fid,x,y
"822",126.2501319178,33.2273336778
"823",126.5760506779,33.5156068903
"824",126.5760506779,33.5156068903
"825",126.4729832342,33.4768900990
"826",126.6695035788,33.5424691151
"827",126.4158319995,33.2444381003
"828",126.6704960003,33.5436520001
"829",126.5168295474,33.5152357061
"830",126.6726444814,33.5439542665
"831",126.6726444814,33.5439542665
"832",126.4913682268,33.4880061026
"833",126.5008004316,33.5135242245
"834",126.5703709980,33.4826494584
"835",126.6068663505,33.2602459657
"836",126.2864000001,33.4321099999
"837",126.5675482462,33.2544437431
"838",126.3164695801,33.4023045775
"839",126.4598000004,33.4375699997
"840",126.6244238838,33.2642115116
"841",126.1855351429,33.3175298739
"842",126.1855351429,33.3175298739
"843",126.2054485256,33.3015150038
"844",126.2029651500,33.3013683684
"845",126.2616859996,33.3739240004
"846",126.5104327047,33.5157042106
"847",126.2713549592,33.4194467034
"848",126.5892678755,33.2677327448
"849",126.2689841171,33.3968412868
"850",126.7207426242,33.2827870448
"851",126.4123311389,33.2604560244
"852",126.4123311389,33.2604560244
"853",126.2842894934,33.2918196613
"854",126.4522146419,33.4638209963
"855",126.3683981357,33.4723997664
"856",126.4593999996,33.2529799996
"857",126.3134108978,33.4427994663
"858",126.2112999996,33.2721199999
"859",126.7627460061,33.5551854597
"860",126.7793958602,33.5447234900
"861",126.6702999998,33.5427699997
"862",126.4577999996,33.5027999997
"863",126.7995370835,33.3063935110
"864",126.5715999999,33.2527300002
"865",126.5716203393,33.2526658471
"866",126.2833790000,33.2861709996
"867",126.5264737489,33.5146647345
"868",126.5264737489,33.5146647345
"869",126.5210783852,33.2500864842
"870",126.5716203393,33.2526658471
"871",126.4755000000,33.4803799999
"872",126.5474999996,33.5034999996
"873",126.4777939961,33.4778147587
"874",126.4777939961,33.4778147587
"875",126.6795000002,33.5375000002
"876",126.6990314635,33.2881065767
"877",126.2692140150,33.3967659156
"878",126.2567710002,33.3295580004
"879",126.4956336139,33.4889316196
"880",126.4956336139,33.4889316196
"881",126.4968000002,33.4885500001
"882",126.4968000002,33.4885500001
"883",126.5673830351,33.2579826055
"884",126.2843700003,33.2879270002
"885",126.5326000003,33.5155299997
"886",126.4775490005,33.4775949998
"887",126.4972999995,33.4885600003
"888",126.3555911649,33.4498555560
"889",126.3183554353,33.4070257752
"890",126.6650190090,33.5434369149
"891",126.5303839996,33.4751719998
"892",126.4170000004,33.4828800000
"893",126.5103000004,33.2513900003
"894",126.4172216685,33.4813232209
"895",126.7933252398,33.5583316683
"896",126.8780932088,33.3809834491
"897",126.5106710785,33.4666593191
"898",126.5106710785,33.4666593191
"899",126.6734241776,33.4256743182
"900",126.6734241776,33.4256743182
"901",126.2573396268,33.3299660905
"902",126.5081429852,33.4963200515
"903",126.4172547331,33.4813341955
"904",126.4699020002,33.4813002997
"905",126.5738675281,33.2445540201
"906",126.7602184995,33.5575395186
"907",126.2503673873,33.3890545374
"908",126.5729120004,33.5194210002
"909",126.6674684884,33.4721134861
"910",126.5245628270,33.5099618422
"911",126.5245628270,33.5099618422
"912",126.4659999995,33.5036800002
"913",126.4701000004,33.4870800000
"914",126.4701000004,33.4870800000
"915",126.6614653206,33.5434506917
"916",126.5041287943,33.2325127774
"917",126.5813427947,33.4968452261
"918",126.6993000005,33.5523699997
"919",126.2023292221,33.3394791528
"920",126.2735435071,33.2133901635
"921",126.7448301343,33.2863410339
"922",126.5670358149,33.5202583970
"923",126.2003239939,33.2699801239
"924",126.2506020000,33.3889998998
"925",126.5681624075,33.5248445761
"926",126.4727386438,33.5052871811
"927",126.7176918372,33.2859021427
"928",126.4925000003,33.4926300000
"929",126.4944432895,33.4856978062
"930",126.5315034203,33.5150496337
"931",126.4103792522,33.4611405068
"932",126.4338643211,33.2507011064
"933",126.8154000000,33.3082800001
"934",126.5746390741,33.2540018759
"935",126.4079323491,33.4525612899
"936",126.9292980200,33.4594503141
"937",126.6383349232,33.5364106722
"938",126.8019739347,33.3306062385
"939",126.6000926231,33.2427363164
"940",126.4117170005,33.4521780002
"941",126.5226731330,33.5151706360
"942",126.3178390350,33.9414448523
"943",126.5103000001,33.5117600004
"944",126.8311168549,33.3236330802
"945",126.2247162581,33.2522877872
"946",126.5747757812,33.2585895658
"947",126.5750755204,33.2532469903
"948",126.4567072382,33.4995925495
"949",126.5094000000,33.2486500001
"950",126.5633800000,33.5107360002
"951",126.3934300658,33.4216093572
"952",126.8625045064,33.3495758030
"953",126.9539118942,33.4939927605
"954",126.6434555276,33.5381835352
"955",126.5007651607,33.4812531542
"956",126.1856614959,33.3282378498
"957",126.4903242517,33.4628395895
"958",126.9539118942,33.4939927605
"959",126.5143143374,33.2586822423
"960",126.4367592491,33.2374042955
"961",126.2613700329,33.4146764995
"962",126.5648577500,33.5165531576
"963",126.4206331700,33.4097398408
"964",126.3734868219,33.4736779860
"965",126.2813999995,33.4231200001
"966",126.3029269997,33.2379879999
"967",126.5761646766,33.4501894631
"968",126.5750100003,33.4515880002
"969",126.5008004316,33.5135242245
"970",126.5008004316,33.5135242245
"971",126.4942052282,33.4765806446
"972",126.2834430002,33.2901620001
"973",126.3476659707,33.2926681504
"974",126.7704748748,33.5286592230
"975",126.7704748748,33.5286592230
"976",126.2521466164,33.2210403708
"977",126.8713449162,33.3986830034
"978",126.8713449162,33.3986830034
"979",126.5106271504,33.2509926876
"980",126.2527292011,33.2276005859
"981",126.6210145554,33.5306659568
"982",126.5090216426,33.2489121655
"983",126.4634703504,33.4815696595
"984",126.4634703504,33.4815696595
"985",126.4634703504,33.4815696595
"986",126.5588000004,33.2630399998
"987",126.7781000005,33.5633500002
"988",126.3706617013,33.3783811853
"989",126.9004078531,33.4362996308
"990",126.5747979996,33.5140991003
"991",126.5078000004,33.5049500000
"992",126.1827988514,33.3422349250
"993",126.8800059599,33.4480531971
"994",126.5302710000,33.4933450000
"995",126.5017999999,33.5156899999
"996",126.2313468868,33.2456117117
"997",126.6996257353,33.5523138819
"998",126.5050925824,33.5093623987
"999",126.2345000005,33.3893700004
"1000",126.9140524580,33.4493879043
"1001",126.2505425632,33.2160634552
"1002",126.5425999997,33.4857100003
"1003",126.5576510004,33.4908770003
"1004",126.5593196778,33.2466835596
"1005",126.4619226407,33.4739296213
"1006",126.3234609714,33.2821924878
"1007",126.3234609714,33.2821924878
"1008",126.4632265245,33.4817303492
"1009",126.7851080401,33.4711388401
"1010",126.4317999998,33.2529699996
"1011",126.2946434371,33.2498080035
"1012",126.4817570279,33.4934149588
"1013",126.5504000002,33.4779399999
"1014",126.9343593473,33.4644358433
"1015",126.7853369908,33.4709564813
"1016",126.9239354975,33.4523249579
"1017",126.4786000000,33.4743900000
"1018",126.5775000000,33.2551200000
"1019",126.9243365496,33.4526073174
"1020",126.2607000000,33.3908700003
"1021",126.3040701689,33.2441571384
"1022",126.8287021246,33.3336623663
"1023",126.4287172661,33.2505087854
"1024",126.2911030002,33.3065770000
"1025",126.5977118307,33.4879492098
"1026",126.5960989995,33.2682990998
"1027",126.3106963197,33.3898515645
"1028",126.5282393655,33.4839735997
"1029",126.5790000000,33.5210600005
"1030",126.2843752515,33.2914407591
"1031",126.6975405487,33.3385382343
"1032",126.5956796126,33.5034065939
"1033",126.5956796126,33.5034065939
"1034",126.8245999995,33.3124599996
"1035",126.2771243372,33.3985286974
"1036",126.5314302915,33.4711877333
"1037",126.6594107439,33.4589326904
"1038",126.5768869894,33.4923414077
"1039",126.5189044001,33.5177256771
"1040",126.6068663505,33.2602459657
"1041",126.5191999998,33.5049800001
"1042",126.6068623280,33.2603533372
"1043",126.6663359998,33.5424804004
"1044",126.5153000001,33.5005800003
"1045",126.5153000001,33.5005800003
"1046",126.7141340002,33.3061102999
"1047",126.5068115937,33.4685316056
"1048",126.2738428859,33.3775309359
"1049",126.9049199581,33.4747024887
"1050",126.3068713859,33.4529466793
"1051",126.5152000003,33.5089000004
"1052",126.8066165986,33.5522868563
"1053",126.6235999998,33.2521700000
"1054",126.5594781686,33.2498056554
"1055",126.2528824978,33.2193103566
"1056",126.9155052319,33.4698577017
"1057",126.5670392196,33.4769883657
"1058",126.8435000002,33.3253400003
"1059",126.4727659094,33.4887356410
"1060",126.4236633946,33.4932266304
"1061",126.5212000001,33.5160999996
"1062",126.5534859405,33.5122130892
"1063",126.5245999997,33.5075199997
"1064",126.5337484295,33.4924323794
"1065",126.5657999997,33.5185999999
"1066",126.6830060003,33.5260460004
"1067",126.7367520276,33.2898813046
"1068",126.5543309187,33.2515871500
"1069",126.2652851527,33.2239802869
"1070",126.5732000002,33.2446800001
"1071",126.7723000005,33.5358900001
"1072",126.7723000005,33.5358900001
"1073",126.5149231230,33.4996902431
"1074",126.5177836802,33.4834321622
"1075",126.5103170000,33.5088199999
"1076",126.9278158506,33.4569992441
"1077",126.4109597833,33.2455541224
"1078",126.4188131555,33.4846423193
"1079",126.4188131555,33.4846423193
"1080",126.5749356187,33.2513562439
"1081",126.4793211604,33.4868125833
"1082",126.8029000004,33.5577600003
"1083",126.5848999996,33.5223000004
"1084",126.5848999996,33.5223000004
"1085",126.6715476606,33.4914012977
"1086",126.1936369999,33.3620240002
"1087",126.1936369999,33.3620240002
"1088",126.4071132726,33.4815112224
"1089",126.5885405156,33.2436903432
"1090",126.6522645897,33.5485419961
"1091",126.5671350983,33.2677806421
"1092",126.5052688172,33.2562449217
"1093",126.4382507030,33.4610497618
"1094",126.5975029995,33.4880980996
"1095",126.5640256263,33.5113154076
"1096",126.5640256263,33.5113154076
"1097",126.5325143508,33.4991502793
"1098",126.5325143508,33.4991502793
"1099",126.4811999995,33.2417300001
"1100",126.4811999995,33.2417300001
"1101",126.3920253489,33.2656417031
"1102",126.3758000001,33.4196499997
"1103",126.5186999996,33.4903099999
"1104",126.5646999999,33.5185399998
"1105",126.7434999996,33.5541400000
"1106",126.7145554570,33.5532969562
"1107",126.1709003330,33.3110143520
"1108",126.8694112414,33.3693596579
"1109",126.5193738896,33.5055631541
"1110",126.3382739882,33.3048206011
"1111",126.6959711311,33.5514917258
"1112",126.4894883677,33.4855268380
"1113",126.7494586434,33.5389541806
"1114",126.5807999999,33.5207499999
"1115",126.5737206452,33.3043651222
"1116",126.2984702288,33.3576728072
"1117",126.8329282174,33.3328780266
"1118",126.3722104748,33.4732455283
"1119",126.3722104748,33.4732455283
"1120",126.3806103762,33.4353518458
"1121",126.3806103762,33.4353518458
"1122",126.4547273395,33.4933123101
"1123",126.2109551438,33.3571161187
"1124",126.6127108688,33.5188910733
"1125",126.5219881429,33.2557619441
"1126",126.7494586434,33.5389541806
"1127",126.5880990005,33.4867569999
"1128",126.5193000001,33.4956299996
"1129",126.5193000001,33.4956299996
"1130",126.3497972322,33.3188899941
"1131",126.5157228135,33.5148376603
"1132",126.4452999996,33.4847599998
"1133",126.5860123650,33.2778742793
"1134",126.8833768526,33.4023853979
"1135",126.7580984321,33.3847395552
"1136",126.5528029995,33.2645987997
"1137",126.4671534074,33.4770401726
"1138",126.3666942034,33.4493192461
"1139",126.3666942034,33.4493192461
"1140",126.5657000004,33.5200299998
"1141",126.5831418922,33.4946345385
"1142",126.5831418922,33.4946345385
"1143",126.5080193618,33.2384233491
"1144",126.2911170779,33.4430120311
"1145",126.2927311851,33.2958507457
"1146",126.7924870981,33.3184455583
"1147",126.4519599459,33.2528713186
"1148",126.5876664034,33.2616127747
"1149",126.5603375241,33.5240543921
"1150",126.5603375241,33.5240543921
"1151",126.5653539998,33.2475150004
"1152",126.6657042316,33.5416436967
"1153",126.8172357559,33.3111235262
"1154",126.5985879155,33.2882166115
"1155",126.2784475105,33.2731970818
"1156",126.8984991815,33.4693386004
"1157",126.4181016563,33.4622019235
"1158",126.3410577367,33.3105181426
"1159",126.3245000004,33.2734700000
"1160",126.9107340034,33.4543085362
"1161",126.4174999997,33.4383299997
"1162",126.7075480370,33.5537482579
"1163",126.7075480370,33.5537482579
"1164",126.3189714433,33.2797761788
"1165",126.5918000003,33.5106799996
"1166",126.9579606366,33.5156863324
"1167",126.5034425879,33.2516433143
"1168",126.2322684313,33.2729763790
"1169",126.5143000004,33.5027400002
"1170",126.4319300004,33.2425003001
"1171",126.5014001075,33.2364777852
"1172",126.3337000004,33.4660500003
"1173",126.8207999999,33.3301100002
"1174",126.5379000000,33.5014000000
"1175",126.5363584046,33.5169760259
"1176",126.6159999995,33.2623100001
"1177",126.3642981929,33.4436704233
"1178",126.5956796126,33.5034065939
"1179",126.5151000005,33.5011599996
"1180",126.5741999999,33.5251800000
"1181",126.5526919998,33.4872889997
"1182",126.3016889595,33.2859144705
"1183",126.6037000003,33.2611299996
"1184",126.5396000003,33.4955699996
"1185",126.5080640004,33.4961130002
"1186",126.4282999996,33.2527300004
"1187",126.5462491654,33.4986291871
"1188",126.6555000001,33.5390999998
"1189",126.5358999999,33.4873300001
"1190",126.3174701034,33.2920419211
"1191",126.5358934369,33.4869266417
"1192",126.5333000005,33.5071599998
"1193",126.5333000005,33.5071599998
"1194",126.5379999998,33.4817500000
"1195",126.9195545260,33.4362944137
"1196",126.2743999997,33.4099600001
"1197",126.5242513350,33.5149603256
"1198",126.5143820004,33.5028290004
"1199",126.5040142721,33.5148705840
"1200",126.5344781500,33.5162449070
"1201",126.5071097062,33.5073902781
"1202",126.7583091807,33.3844316124
"1203",126.7583091807,33.3844316124
"1204",126.2790440003,33.4126959998
"1205",126.1829508839,33.3013302580
"1206",126.6691299377,33.5427317429
"1207",126.4389016706,33.4935483812
"1208",126.7367002666,33.5207707628
"1209",126.7383244763,33.5221639271
"1210",126.8588602594,33.5203455646
"1211",126.5577870064,33.2557698841
"1212",126.4996000005,33.5184999999
"1213",126.5066999997,33.5031199996
"1214",126.7001000005,33.5143399998
"1215",126.5494109995,33.4961769996
"1216",126.9362418477,33.4621102223
"1217",126.4152033564,33.2489348548
"1218",126.5578999999,33.2501499996
"1219",126.5576000004,33.2525599999
"1220",126.2466901716,33.2579558766
"1221",126.4682000002,33.4940300002
"1222",126.3289330001,33.2599104996
"1223",126.4655499996,33.4858299996
"1224",126.4655499996,33.4858299996
"1225",126.6263999997,33.5285299998
"1226",126.4557178490,33.4483650610
"1227",126.4318999998,33.4412400002
"1228",126.4821690197,33.2377622051
"1229",126.6528277062,33.2769872254
"1230",126.3642981929,33.4436704233
"1231",126.5315000004,33.5143500001
"1232",126.5315000004,33.5143500001
"1233",126.5352480086,33.4718444937
"1234",126.5643585970,33.4572470300
"1235",126.5604999995,33.2526100001
"1236",126.5345364768,33.5009490863
"1237",126.5416999997,33.4925199998
"1238",126.8423386052,33.3250350742
"1239",126.7435885276,33.5547397454
"1240",126.6661107995,33.3283534612
"1241",126.5001183860,33.5185743372
"1242",126.3881584528,33.2682663679
"1243",126.6360237072,33.5402016755
"1244",126.4145126823,33.2448073143
"1245",126.4145126823,33.2448073143
"1246",126.5631999995,33.2425100003
"1247",126.7968936492,33.5552767529
"1248",126.7968936492,33.5552767529
"1249",126.1686870005,33.3271339997
"1250",126.4553620001,33.5040309996
"1251",126.2743813053,33.2824172384
"1252",126.2399000001,33.3943199998
"1253",126.8756020000,33.3816986000
"1254",126.5426999998,33.4858399998
"1255",126.5090540619,33.2464724886
"1256",126.5083872373,33.2613887139
"1257",126.5660514463,33.2423270151
"1258",126.6225238939,33.2519103862
"1259",126.5329000000,33.4825100001
"1260",126.7635339998,33.5586090000
"1261",126.6965231691,33.5115356586
"1262",126.4436000002,33.4790999996
"1263",126.8286999999,33.5509399998
"1264",126.4818541772,33.4769929565
"1265",126.4818541772,33.4769929565
"1266",126.5253999999,33.5156600001
"1267",126.4658076168,33.5030280428
"1268",126.4658076168,33.5030280428
"1269",126.5892825790,33.5290797798
"1270",126.5892825790,33.5290797798
"1271",126.2696670001,33.2775560000
"1272",126.4118384074,33.4848796201
"1273",126.8598999995,33.3868100000
"1274",126.8573206513,33.3886045234
"1275",126.7642341404,33.5565574621
"1276",126.5700405851,33.2508746264
"1277",126.4944000001,33.5198599996
"1278",126.5639851858,33.4786139690
"1279",126.5641351844,33.2511509766
"1280",126.5200851993,33.5022611282
"1281",126.8111782136,33.4914398212
"1282",126.3125917139,33.2597279845
"1283",126.5361000001,33.4873899999
"1284",126.4338854687,33.4925425643
"1285",126.6639048772,33.4692284643
"1286",126.2618445930,33.3961551068
"1287",126.4613271342,33.4897538396
"1288",126.9224593299,33.4499614616
"1289",126.9227732334,33.4489239928
"1290",126.4347000002,33.4922999996
"1291",126.4799219329,33.4981075317
"1292",126.7978768726,33.3899127871
"1293",126.4625075420,33.5005485569
"1294",126.4625075420,33.5005485569
"1295",126.2721825684,33.3901747904
"1296",126.6050372861,33.2408999809
"1297",126.5275219365,33.5131100674
"1298",126.3098999999,33.2472150000
"1299",126.4884888217,33.4767715845
"1300",126.1888888710,33.2572138253
"1301",126.4108000000,33.4273599997
"1302",126.3802999999,33.4809700001
"1303",126.5034225515,33.2516758731
"1304",126.5592457628,33.2523235351
"1305",126.5575999995,33.2484900001
"1306",126.3237562522,33.9442488513
"1307",126.7205139998,33.5560980004
"1308",126.6380921464,33.5330781287
"1309",126.3386318115,33.3064490081
"1310",126.4437691404,33.2524146161
"1311",126.4457744384,33.2506473706
"1312",126.7005999999,33.5508299997
"1313",126.5719000561,33.5048128090
"1314",126.5719000561,33.5048128090
"1315",126.5939375941,33.2880388530
"1316",126.6985963667,33.5524828631
"1317",126.4960925148,33.4904953145
"1318",126.5174000002,33.5082699996
"1319",126.6270450003,33.5313999998
"1320",126.5610000005,33.2528700001
"1321",126.8148250646,33.5597345837
"1322",126.3960436606,33.2621437120
"1323",126.2677232137,33.2422130260
"1324",126.2677232137,33.2422130260
"1325",126.7978999996,33.5532000003
"1326",126.5560722525,33.5076482457
"1327",126.3980700001,33.2539649996
"1328",126.7907000004,33.3325600000
"1329",126.4884888217,33.4767715845
"1330",126.8963000004,33.4787500000
"1331",126.2992265240,33.3625738366
"1332",126.3025731547,33.2568798111
"1333",126.2992265240,33.3625738366
"1334",126.6464308483,33.2955066816
"1335",126.8722396128,33.5276375318
"1336",126.8569078244,33.5206266074
"1337",126.7958999999,33.5560199996
"1338",126.2258300000,33.2461099999
"1339",126.9019395752,33.4861183851
"1340",126.6716961205,33.5433566147
"1341",126.2743439997,33.2581469997
"1342",126.5585669912,33.2625940174
"1343",126.5339000000,33.4856799997
"1344",126.5596445338,33.2621627123
"1345",126.2206150000,33.2671490000
"1346",126.2608124816,33.2234319386
"1347",126.5875000000,33.5262299998
"1348",126.3480599995,33.4711069997
"1349",126.8595904241,33.3588214973
"1350",126.8595904241,33.3588214973
"1351",126.5525999997,33.4502300001
"1352",126.2642380850,33.4221124301
"1353",126.5327642831,33.4602799221
"1354",126.5581182253,33.2604719739
"1355",126.5503000002,33.4914000001
"1356",126.4131393377,33.4835884923
"1357",126.8560578778,33.5269984007
"1358",126.5128999998,33.2667900003
"1359",126.8718549996,33.5269800000
"1360",126.3328423172,33.4623177839
"1361",126.3356604715,33.2465389408
"1362",126.8465642742,33.5322829051
"1363",126.8465642742,33.5322829051
"1364",126.6860959999,33.2846370001
"1365",126.6502000005,33.2731300004
"1366",126.4087979995,33.4761008998
"1367",126.6016832907,33.3244438090
"1368",126.5100000000,33.2649899999
"1369",126.1811356594,33.2831459756
"1370",126.4861617206,33.4737484722
"1371",126.6897928576,33.5194620579
"1372",126.3906999999,33.2458700001
"1373",126.7201227427,33.5562636432
"1374",126.5208960001,33.2579993999
"1375",126.5380032084,33.4817641472
"1376",126.6340745591,33.5191620401
"1377",126.5201161270,33.2543718181
"1378",126.5932920002,33.2704419996
"1379",126.4830787306,33.4925507146
"1380",126.5340999998,33.4969299996
"1381",126.2853009996,33.3746986001
"1382",126.3191700001,33.2813859998
"1383",126.6223183388,33.4508050328
"1384",126.6223183388,33.4508050328
"1385",126.5031074218,33.2343733619
"1386",126.3350454548,33.4339820729
"1387",126.9358083184,33.4622883370
"1388",126.5775399144,33.2580236573
"1389",126.2646845292,33.4203865558
"1390",126.5451965103,33.4852465686
"1391",126.9130737754,33.4631275839
"1392",126.3183344336,33.4138842515
"1393",126.5410464472,33.4977797481
"1394",126.5610999999,33.4593000004
"1395",126.5732000001,33.2575100002
"1396",126.4235989995,33.2552986005
"1397",126.2627020000,33.4160994999
"1398",126.3342770288,33.4656972466
"1399",126.4599999997,33.4795299999
"1400",126.5292959281,33.2536641420
"1401",126.8340980002,33.3288993003
"1402",126.5113254230,33.5133688323
"1403",126.6358999998,33.5031400000
"1404",126.8048868695,33.5562840663
"1405",126.2777493130,33.3723215067
"1406",126.7603436555,33.5575701446
"1407",126.4999040260,33.4854606641
"1408",126.5386000001,33.5062999997
"1409",126.4720999996,33.4775999996
"1410",126.4720999996,33.4775999996
"1411",126.9143079733,33.4519366655
"1412",126.4758285040,33.4796693327
"1413",126.7606888308,33.5575957864
"1414",126.7606888308,33.5575957864
"1415",126.7606888308,33.5575957864
"1416",126.4721999995,33.4775199998
"1417",126.4721999995,33.4775199998
"1418",126.4971999996,33.4830299998
"1419",126.7606913200,33.5575522443
"1420",126.7495339650,33.5548915728
"1421",126.5049265977,33.5122960490
"1422",126.4612064630,33.4756333147
"1423",126.9146000001,33.4516899996
"1424",126.5406408592,33.5058877111
"1425",126.7675463413,33.3246018895
"1426",126.7851237470,33.4714003331
"1427",126.2562799997,33.2632649998
"1428",126.5369999996,33.5167499996
"1429",126.5369999996,33.5167499996
"1430",126.5683159287,33.2557387163
"1431",126.2564009999,33.3578986998
"1432",126.2564009999,33.3578986998
"1433",126.7606348754,33.5575581758
"1434",126.3089960005,33.2366549996
"1435",126.5610000005,33.2528700001
"1436",126.2950999999,33.2214199996
"1437",126.2751082462,33.2520841298
"1438",126.7966873916,33.5554782812
"1439",126.7967000003,33.5557099999
"1440",126.7034944241,33.5140148934
"1441",126.5201000004,33.5140299998
"1442",126.1921990003,33.2550010003
"1443",126.3773584127,33.4772044878
"1444",126.3410516921,33.3777372359
"1445",126.5912000002,33.5065800000
"1446",126.6865092544,33.5485273178
"1447",126.6011267090,33.2510418684
"1448",126.8052684351,33.5562209243
"1449",126.4260000002,33.2526599996
"1450",126.6688910954,33.5437850657
"1451",126.5346900003,33.4926100000
"1452",126.5274000001,33.5120800004
"1453",126.5672364192,33.2519786840
"1454",126.2402098433,33.3943164670
"1455",126.5513641243,33.5156314710
"1456",126.5506960652,33.2466708280
"1457",126.4396119997,33.2594349999
"1458",126.5164999999,33.5156699998
"1459",126.4603278503,33.5026203990
"1460",126.7910000005,33.5517899998
"1461",126.7913987919,33.5523315749
"1462",126.5475000000,33.4689500001
"1463",126.5260000000,33.5032799996
"1464",126.7961000003,33.5558600004
"1465",126.4325200386,33.4308696446
"1466",126.2636000004,33.3358999999
"1467",126.3315667286,33.2444897208
"1468",126.7268999999,33.3188800002
"1469",126.9158694614,33.4600935225
"1470",126.8580575816,33.5028081349
"1471",126.4363864939,33.4835296907
"1472",126.6240819181,33.5264390820
"1473",126.4291744592,33.4876964638
"1474",126.5434538456,33.2633381971
"1475",126.6228777092,33.2524570375
"1476",126.8960067466,33.4072732952
"1477",126.6019399999,33.2405500004
"1478",126.5611050005,33.5111120000
"1479",126.8607000000,33.5176300003
"1480",126.5531102458,33.4775606687
"1481",126.5531102458,33.4775606687
"1482",126.2189636786,33.3488501956
"1483",126.5584999998,33.2547699996
"1484",126.5456999997,33.4771999997
"1485",126.5025467535,33.5131107483
"1486",126.5025467535,33.5131107483
"1487",126.3775496847,33.4766951504
"1488",126.2583437623,33.3284551496
"1489",126.6369734399,33.5341711007
"1490",126.2665505046,33.4073221476
"1491",126.5350000000,33.5103899998
"1492",126.2648069429,33.4077609995
"1493",126.5201330005,33.5051688997
"1494",126.5201330005,33.5051688997
"1495",126.9126890000,33.4722629999
"1496",126.3311999999,33.2816800002
"1497",126.3311999999,33.2816800002
"1498",126.5963831757,33.2687387320
"1499",126.5963831757,33.2687387320
"1500",126.7188158354,33.2797365380
"1501",126.9125599997,33.4723589997
"1502",126.5198640004,33.5063050001
"1503",126.5191749262,33.5047598758
"1504",126.5687019999,33.2555999002
"1505",126.6024938397,33.2380015118
"1506",126.1720459898,33.3428514349
"1507",126.2903999995,33.2074000002
"1508",126.3200549175,33.4631509745
"1509",126.2375419335,33.3903633179
"1510",126.9036461214,33.4626732366
"1511",126.3488664364,33.4666255644
"1512",126.5231959289,33.2551173190
"1513",126.5708999995,33.2448699998
"1514",126.5978039859,33.4986447892
"1515",126.8501800278,33.5244130361
"1516",126.6498094462,33.5418749322
"1517",126.1779226541,33.3054494853
"1518",126.8501800278,33.5244130361
"1519",126.8750000000,33.3793099998
"1520",126.1882176650,33.3325534669
"1521",126.5140999997,33.4674299998
"1522",126.5621393754,33.5120086613
"1523",126.8911180264,33.4547785596
"1524",126.4270399995,33.2545419998
"1525",126.7961999999,33.5559999996
"1526",126.4654470003,33.4774769997
"1527",126.2446242087,33.2843059945
"1528",126.2446242087,33.2843059945
"1529",126.5044262357,33.2551514102
"1530",126.5295000000,33.4939199999
"1531",126.5376000005,33.4832700001
"1532",126.3806000001,33.2749400002
"1533",126.4619379131,33.4739303187
"1534",126.2669262799,33.3868833378
"1535",126.2629000004,33.2228100002
"1536",126.3488250001,33.3520250003
"1537",126.5293999997,33.4907100003
"1538",126.2452310003,33.2263908004
"1539",126.3515944933,33.3531060196
"1540",126.3905600000,33.2458299999
"1541",126.4143453485,33.4190103044
"1542",126.2444097476,33.3974426734
"1543",126.4083400001,33.4697200001
"1544",126.5074705947,33.4759495767
"1545",126.7864319998,33.5081719998
"1546",126.5432688828,33.5264949898
"1547",126.2403029997,33.3800009996
"1548",126.4314601645,33.2515015092
"1549",126.3669217159,33.4703722291
"1550",126.7969658550,33.3891327527
"1551",126.4765999995,33.4969899996
"1552",126.8238000000,33.3284899999
"1553",126.6453009999,33.5337981999
"1554",126.8320483243,33.3252579954
"1555",126.2621167592,33.4034274121
"1556",126.5523029051,33.2634266350
"1557",126.5214999999,33.2504000001
"1558",126.5174000005,33.4693499999
"1559",126.2410284493,33.2324624698
"1560",126.3338000000,33.2901499997
"1561",126.5299000000,33.2545300000
"1562",126.5459072835,33.4857643465
"1563",126.5286000001,33.4636499999
"1564",126.5201313616,33.2543725081
"1565",126.8911180264,33.4547785596
"1566",126.5533399996,33.2644459998
"1567",126.5603768344,33.2628835406
"1568",126.7135572880,33.5522396977
"1569",126.2677384437,33.2422137468
"1570",126.3488384541,33.4562973775
"1571",126.4803000002,33.4854899997
"1572",126.5174000005,33.4693499999
"1573",126.4261000004,33.4343500000
"1574",126.6261000003,33.5325500002
"1575",126.6261375565,33.5324958918
"1576",126.7925692839,33.5576936084
"1577",126.5322960000,33.5110569996
"1578",126.5340811397,33.2517121942
"1579",126.5174999998,33.4693699998
"1580",126.4939438513,33.2629096968
"1581",126.5451999995,33.4723300000
"1582",126.5271999996,33.4731999996
"1583",126.5239217646,33.2577752120
"1584",126.4655999997,33.4774400000
"1585",126.5913583926,33.5290173138
"1586",126.5913583926,33.5290173138
"1587",126.6068815870,33.2602466450
"1588",126.5038999999,33.5091899998
"1589",126.8720010003,33.5290985003
"1590",126.4139699995,33.4836669996
"1591",126.4032027375,33.4270476727
"1592",126.5167527589,33.5103263396
"1593",126.5237271249,33.4666928572
"1594",126.3487332021,33.3401972136
"1595",126.6258169262,33.5352270175
"1596",126.5393999997,33.4591899998
"1597",126.8634640516,33.3691346162
"1598",126.2306570005,33.2589409999
"1599",126.5131999997,33.5135299997
"1600",126.4628744806,33.4855309241
"1601",126.2942000002,33.4185000002
"1602",126.2675479805,33.4247894444
"1603",126.5691441209,33.4620385373
"1604",126.2677258128,33.4128533017
"1605",126.3000999996,33.2868100000
"1606",126.5900530381,33.4911009781
"1607",126.2684511423,33.4261362444
"1608",126.5314330004,33.4887312996
