acdnt_cause,loc_info_x,loc_info_y
dog,153852.5377,50417.7841
dog,149635,51003.92
dog,130815.88,32049.81
dog,130815.88,32049.81
dog,158229.68,49458.96
dog,151333.06,21598.26
dog,155654.1854,23719.8533
dog,137657.2,23302.96
dog,142233.2976,29669.8932
dog,129526.23,21487.61
dog,145802.773,24326.2809
dog,126138.3,27072.05
dog,156954.61,50507.47
dog,165138.07,54205.05
dog,155007.7643,51039.0102
dog,159296.1144,23331.2807
dog,180683.87,56826.38
dog,154942.0834,50942.9962
dog,131964.2249,42107.285
dog,189270.36,52722.99
dog,159516.25,23128.97
dog,157333.7146,47482.4336
dog,150898.33,48065.34
dog,150898.33,48065.34
dog,159528.2068,23119.5802
dog,159528.9,23120.56
dog,151451.7,49405.33
dog,158413.21,48734.17
dog,173236.68,56562.65
dog,151170.59,49784.55
dog,130359.73,20936.33
dog,140658.29,44520.62
dog,181728.22,29326.56
dog,146837.0294,23085.8766
dog,124136.93,34969.71
dog,193209.76,42734.46
dog,146818.19,23064.01
dog,159284.25,52401.11
dog,159284.25,52401.11
dog,177802.5348,55525.976
dog,154956.5394,52008.6682
dog,155977.4604,51759.9347
dog,181518.17,31620.17
dog,158240.26,24986.65
dog,152333.31,46992.12
dog,172308.27,25655.74
dog,178315.27,28867
dog,173472.13,26293.02
dog,161885.44,27590.92
dog,161716.66,52099.86
dog,177800.99,57118.3
dog,157737.7144,50582.9946
dog,160381.31,47651.09
dog,136807.59,47067.59
dog,131813.87,25334.07
dog,156476.09,49818.14
dog,150644.17,47304.94
dog,150644.17,47304.94
dog,176544.15,48997.38
dog,176544.15,48997.38
dog,146948.6614,23374.089
dog,180975.1982,57022.6386
dog,154349.27,24020.49
dog,177624.3106,57047.4805
dog,159795.9174,48162.7652
dog,150666.5215,49636.7152
dog,129839.51,20144.56
dog,155342.9857,51189.4091
dog,149356.9903,29922.6338
dog,167073.06,28386.04
dog,156606.22,50657.26
dog,162401.63,52064.2
dog,187068.9157,53500.417
dog,193634.22,46974.84
dog,139503.14,47300.75
dog,193634.22,46974.84
dog,154268.3889,51944.3031
dog,126030.4,27024.57
dog,160721.34,49259.3
dog,156322.99,49227.07
dog,160304.7,23892.77
dog,154727.23,51269.44
dog,145698.69,49578.98
dog,156738.7628,51623.3885
dog,156846.91,51601.08
dog,151684.43,50772
dog,135351.32,45285.75
dog,188763.2,37222.52
dog,130399.99,20917.08
dog,194037.89,46934.09
dog,130532.46,19739.37
dog,130646.7218,20406.3439
dog,151428.51,49086.02
dog,154008.2731,49946.7504
dog,167073.06,28386.04
dog,152526.71,49153.101
dog,184049.55,31422.6
dog,160363.88,23195.31
dog,173985.23,26699.31
dog,148092.5215,29376.5702
dog,127831.34,28526.77
dog,127831.34,28526.77
dog,155718.08,51682.56
dog,155807.7261,45125.6659
dog,131810.9917,41481.66
dog,157080.59,52390.87
dog,157080.59,52390.87
dog,161613.33,53495.58
dog,175402.47,26835.43
dog,154786.31,52456.91
dog,160357.3368,43539.6968
dog,175402.05,26834.2
dog,124969.67,35702.13
dog,133277.9,27417.94
dog,155115.6572,51779.547
dog,152190.95,46137.17
dog,187707.8475,52475.5115
dog,187707.8475,52475.5115
dog,141714.17,44469.55
dog,182503.9232,56576.5443
dog,154633.2192,50432.9372
dog,159154.96,23506.78
dog,153911.71,50677.1
dog,158657.8548,49296.9223
dog,155973.0679,52222.3915
dog,152948.4299,51219.5055
dog,159088.55,23796.29
dog,139365.4503,45888.1187
dog,139365.4503,45888.1187
dog,148616.91,48964.06
dog,183415.94,40387.85
dog,130140.9053,29316.1808
dog,178364.08,29425.69
dog,131158.05,30050.23
dog,157522.8229,50319.9562
dog,133205.8058,27511.7196
dog,132871.2722,41498.8379
dog,173249.99,46260.8
dog,178519.177,28887.505
dog,178519.177,28887.505
dog,157164.2395,51185.585
dog,162607.93,25047.23
dog,151258.67,48556.42
dog,155726.7,52571.68
dog,177756.46,57040.64
dog,177756.46,57040.64
dog,154954.9886,45043.0213
dog,173042.11,31533.37
dog,133100.1394,27548.1617
dog,160501.29,23342.29
dog,163028.04,21792.38
dog,145271.5,49439.44
dog,150915.5,49690.01
dog,133077.44,39189.11
dog,181120.9413,56902.0087
dog,186604.96,53592.61
dog,132039.3,35398.34
dog,159352.33,23997.8
dog,132039.3,35398.34
dog,159874.84,23754.58
dog,145376.39,47266.29
dog,179295.99,34113.49
dog,147449.7889,43613.5392
dog,178512.09,28606.43
dog,156643.41,52597.54
dog,156671.54,52592.68
dog,142359.97,49064.37
dog,189570.237,52819.5899
dog,151111.7845,48718.7117
dog,151111.7845,48718.7117
dog,189569.97,52815.87
dog,172838.88,26507.49
dog,154033.35,21492.24
dog,154033.35,21492.24
dog,164305.1791,24728.1366
dog,177181.95,57090.22
dog,183252.8,54346.78
dog,155463.45,23523.77
dog,157500.1,47854.96
dog,154754.27,50030.98
dog,154754.27,50030.98
dog,122444.34,27801.54
dog,154795.8,52147.78
dog,154876.2799,49946.8669
dog,191116.6,50174.22
dog,128938.55,21813.79
dog,157328.7,47984.38
dog,150566.1562,49257.2239
dog,150649.76,49209.23
dog,147943.86,50196.47
dog,165683.44,28513.12
dog,161082.83,22457.87
dog,156088.13,50600.96
dog,165683.44,28513.12
dog,127123.69,37356.93
dog,152510.2943,49594.6338
dog,189069.6556,47312.7807
dog,159299.1767,52851.1835
dog,180859.945,54406.1266
dog,191598.21,48258.48
dog,191160.63,47829.44
dog,184419.02,30941.56
dog,167378.01,25375.03
dog,139711.1095,29942.5439
dog,146966.9984,45452.9751
dog,134608.37,42727.68
dog,159477.6604,51043.7929
dog,187569.76,52398.49
dog,196794.0165,50516.3071
dog,127295.92,34212.5
dog,127295.92,34212.5
dog,136357.7665,44721.5
dog,160617.1705,47077.6173
dog,161475.0696,53329.1658
dog,153749.8283,52253.9634
dog,169239.4911,55610.5243
dog,159826.61,52337.28
dog,131290.0907,41484.2354
dog,159704.71,23576.09
dog,178453.5376,36842.4631
dog,174241.92,26567.27
dog,146906.46,45977.98
dog,164244.37,23786.92
dog,164244.37,23786.92
dog,130101.88,20713.45
dog,160612.48,52515.96
dog,160612.48,52515.96
dog,151014.98,48265.56
dog,169304.37,55463.81
dog,145558.2765,22511.982
dog,169396.9608,55594.7162
dog,155110.23,52498.84
dog,169596.61,55627.61
dog,169596.61,55627.61
dog,152729.88,49489.97
dog,153620.09,52316.06
dog,160069.67,48862.67
dog,163368.52,24181.99
dog,133638.0777,43402.3047
dog,159702.24,23552.94
dog,136412.76,40077.65
dog,149766.9442,43910.6832
dog,165006.09,24615.79
dog,124158.43,30762.5
dog,124158.43,30762.5
dog,125999.25,28971.92
dog,125767.83,28957.42
dog,131293.9401,36964.6317
dog,154516.16,52553.59
dog,132229.08,42007.45
dog,161731.98,25018.66
dog,131990.95,39501.71
dog,173986.03,26647.87
dog,145242,24290.38
dog,145242,24290.38
dog,133334.91,27843.44
dog,149076.92,46825.99
dog,141290.86,47821.73
dog,149623.5617,23437.5221
dog,136157.86,44571.02
dog,126519.6095,25707.4744
dog,177967.73,56850.53
dog,179511.43,55686.73
dog,169378.4459,55496.9471
dog,149618.7227,51146.6246
dog,181331.1,29249.2
dog,160079.0238,23361.313
dog,160080.89,23354.19
dog,133245.7989,27217.5114
dog,156005.96,52431.38
dog,156005.96,52431.38
dog,155369.72,23088.56
dog,160080.89,23354.19
dog,151250.865,48651.4577
dog,157954.069,51184.3277
dog,151462.65,48365.86
dog,151462.65,48365.86
dog,170231.1115,54909.7472
dog,171965.24,27243.48
dog,132012.28,39493.2
dog,130801.4543,32047.0543
dog,153126.79,49590.69
dog,153126.79,49590.69
dog,153234.9839,49547.8368
dog,153234.9839,49547.8368
dog,159688.47,23945.5
dog,133339.449,27411.6415
dog,156575.5707,52524.7704
dog,151439.7556,48341.6
dog,153281.4573,49548.7209
dog,140084.89,45328.54
dog,136591.63,40600.15
dog,168888.2,55572.49
dog,156349.4402,48049.4016
dog,145815.1265,48957.7363
dog,154365.9597,23237.789
dog,145834.76,48784.95
dog,180808.13,57193.41
dog,188656.63,37510.72
dog,154512.67,47113.68
dog,154512.67,47113.68
dog,169627.77,42508.5
dog,169627.77,42508.5
dog,130854.72,32091.94
dog,154293.24,50404.6
dog,145837.84,48786.15
dog,150731.0796,48756.1743
dog,160286.63,22453.65
dog,177733.62,57112.17
dog,130252.71,38650.36
dog,160322.6166,52940.1975
dog,169090.3534,47660.9722
dog,155826.03,51910.57
dog,155826.03,51910.57
dog,150381.1784,51240.2801
dog,150752.7536,49397.1357
dog,150752.7536,49397.1357
dog,168558.15,55575.09
dog,153780.94,21146.82
dog,161095.76,50433.02
dog,172074.978,56553.542
dog,125740.93,33184.91
dog,132273.47,19151.54
dog,176230.85,27036.3
dog,159777.09,53035.34
dog,125495.17,25477.91
dog,130274.4957,38644.1427
dog,159883.87,53543.58
dog,151008.24,51415.34
dog,173702.77,26994.13
dog,152837.5701,50002.3146
dog,153014.42,49232.55
dog,156473.45,52471.95
dog,145186.09,46549.97
dog,147242.59,23197.37
dog,182808.769,29455.7049
dog,160362.8,23501.22
dog,144953.19,45599.7
dog,193427.13,46209.23
dog,166407.15,54801.5
dog,181563.14,31934.21
dog,162729.92,22242.39
dog,145304.8279,45555.1894
dog,155653.11,52489.11
dog,136934.93,99878
dog,154501.7663,52116.1752
dog,184275.19,31156.04
dog,127753.26,23498.46
dog,160377.61,24009.99
dog,160403.13,23417.33
dog,149515.32,50791.4
dog,154280.6631,22934.2875
dog,159433.0135,51980.5873
dog,143584.81,42174.45
dog,187201.51,34029.07
dog,195717.08,50039.15
dog,166883.45,54996.49
dog,153599.6,48736.73
dog,124179.47,31950.08
dog,152619.16,46699.11
dog,195717.08,50039.15
dog,154743.81,24044.83
dog,147504.42,21721.15
dog,131296.61,41484.91
dog,159573.02,52625.22
dog,146107.59,40843.53
dog,141764.73,47960.64
dog,133166.1985,42408.376
dog,135031.0958,21861.0882
dog,160593.46,45260.19
dog,160486.7362,45415.7453
dog,153620.09,52316.06
dog,153620.09,52316.06
dog,152987.37,48221.43
dog,133254.7993,27660.1246
dog,139238.8281,27898.8614
dog,178678.95,53906.77
dog,178678.95,53906.77
dog,130284.69,20014.1
dog,188031.13,39474.56
dog,188031.13,39474.56
dog,154396.24,23193.58
dog,130344.2,20741.32
dog,164796.03,54170.07
dog,154245.54,22963.53
dog,150133.45,48789.12
dog,150133.45,48789.12
dog,150133.45,48789.12
dog,158891.0599,24509.7624
dog,179395.4995,57752.9403
dog,141438.17,37392.41
dog,190738.87,43643.73
dog,160495.4123,52349.1999
dog,154265.9058,51361.9419
dog,123925.1,33504.65
dog,188843.19,44949.35
dog,156348.054,50065.0997
dog,153714.1127,52555.8313
dog,128365.7198,22753.4318
dog,172105.21,56547.23
dog,154016.67,51852.54
dog,128776.5999,38696.0929
dog,192008.89,45094.25
dog,130131.2,19463.17
dog,157490.0681,49213.1512
dog,158891.3335,49780.1864
dog,158931.83,22695.46
dog,149985.21,47942.47
dog,136976.7,26751.33
dog,136976.7,26751.33
dog,150110.88,48807.06
dog,180025.05,47524.06
dog,147051.5846,23450.0597
dog,134267.88,23177.25
dog,151839.64,50094.31
dog,158211.2612,48348.1804
dog,193898.01,46761.88
dog,180046.29,47503.79
dog,192928.02,45419.29
dog,151535.6595,47985.6273
dog,160629.8984,23624.1497
dog,192965.33,45450.58
dog,131215.5279,38844.8474
dog,135142.2,22544.61
dog,184052.18,32268.76
dog,146762.82,23178.65
dog,133980.6881,29475.8924
dog,162613.06,49440.31
dog,162368.6848,25078.9926
dog,135866.53,38699.97
dog,156154.53,49026.53
dog,160888.9464,53119.6755
dog,133342.61,27801.36
dog,171842.58,32837.29
dog,162430.87,51155.49
dog,162430.87,51155.49
dog,183666.3172,29917.8314
dog,132749.58,39683.58
dog,156444.7,47607.05
dog,168336.57,46201.47
dog,160679.66,49935.16
dog,155304.28,52774.12
