resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se_nm,dclr_mm,dclr_dd,dclr_hh,dclr_mi,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mm,dsp_dd,dsp_hh,dsp_mi,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mm,spt_arvl_dd,spt_arvl_hh,spt_arvl_mi,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mm,resc_cmptn_dd,resc_cmptn_hh,resc_cmptn_mi,hmg_ymd,hmg_tm,hmg_yr,hmg_mm,hmg_dd,hmg_hh,hmg_mi,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se,dong_se,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20215003102S00001,동물포획,안전조치,20210101,205200,2021,겨울,1,1,1,20,52,금요일,20210101,205300,2021,1,1,20,53,20210101,210100,2021,1,1,21,1,20210101,210300,2021,1,1,21,3,20210101,211400,2021,1,1,21,14,제주특별자치도,제주시,애월읍,농촌,읍,139647.78,47693.62,6.0,숙박시설,콘도미니엄,개,6.3,,2.3,290.0,55.0,,서부소방서,애월센터,
20215002108S00001,동물포획,안전조치,20210102,110000,2021,겨울,1,1,2,11,0,토요일,20210102,110100,2021,1,2,11,1,20210102,111400,2021,1,2,11,14,20210102,113500,2021,1,2,11,35,20210102,115000,2021,1,2,11,50,제주특별자치도,서귀포시,남원읍,농촌,읍,170134.9058,30549.3728,8.6,논밭.축사,하우스 시설물,개,6.8,,1.7,250.0,62.0,,동부소방서,남원센터,
20215003103S00001,동물포획,안전조치,20210102,115400,2021,겨울,1,1,2,11,54,토요일,20210102,115600,2021,1,2,11,56,20210102,121200,2021,1,2,12,12,20210102,125000,2021,1,2,12,50,20210102,131000,2021,1,2,13,10,제주특별자치도,제주시,한경면,농촌,면,130672.95,31611.04,2.7,도로. 철도,기타 도로.철도,개,7.6,,4.5,340.0,61.0,,서부소방서,한경센터,
20215001110S00002,동물포획,안전조치,20210102,120300,2021,겨울,1,1,2,12,3,토요일,20210102,120300,2021,1,2,12,3,20210102,121600,2021,1,2,12,16,20210102,121800,2021,1,2,12,18,20210102,122500,2021,1,2,12,25,제주특별자치도,제주시,조천읍,농촌,읍,170634.1478,56101.9646,4.5,도로. 철도,일반도로(기타),개,7.1,0.0,4.0,360.0,70.0,,동부소방서,조천센터,
20215002108S00002,동물포획,안전조치,20210103,11300,2021,겨울,1,1,3,1,13,일요일,20210103,11400,2021,1,3,1,14,20210103,12300,2021,1,3,1,23,20210103,13000,2021,1,3,1,30,20210103,13500,2021,1,3,1,35,제주특별자치도,서귀포시,남원읍,농촌,읍,167858.5294,25673.86,3.0,도로. 철도,일반도로(기타),개,5.3,,1.1,340.0,70.0,,동부소방서,남원센터,
20215001401S00011,동물포획,안전조치,20210104,102500,2021,겨울,1,1,4,10,25,월요일,20210104,102700,2021,1,4,10,27,20210104,103700,2021,1,4,10,37,20210104,112500,2021,1,4,11,25,20210104,113400,2021,1,4,11,34,제주특별자치도,제주시,해안동,도시,동,149956.74,46127.33,4.5,논밭.축사,밭,개,7.6,,1.5,140.0,54.0,,제주소방서,서부분대,
20215001201S00015,동물포획,안전조치,20210104,140500,2021,겨울,1,1,4,14,5,월요일,20210104,140600,2021,1,4,14,6,20210104,141000,2021,1,4,14,10,20210104,142200,2021,1,4,14,22,20210104,150000,2021,1,4,15,0,제주특별자치도,제주시,아라이동,도시,동,157686.2123,49010.0882,2.0,논밭.축사,밭,개,8.0,,1.6,50.0,51.0,,제주소방서,제주구조대,
20215001110S00008,동물포획,안전조치,20210105,112900,2021,겨울,1,1,5,11,29,화요일,20210105,112900,2021,1,5,11,29,20210105,114400,2021,1,5,11,44,20210105,114800,2021,1,5,11,48,20210105,120000,2021,1,5,12,0,제주특별자치도,제주시,조천읍,농촌,읍,168950.7183,49576.5344,7.2,단독주택,단독주택,개,6.8,,4.8,360.0,66.0,,동부소방서,조천센터,
20215003201S00006,동물포획,안전조치,20210107,53900,2021,겨울,1,1,7,5,39,목요일,20210107,54000,2021,1,7,5,40,20210107,55900,2021,1,7,5,59,20210107,61000,2021,1,7,6,10,20210107,63000,2021,1,7,6,30,제주특별자치도,제주시,한경면,농촌,면,126317.48,35346.65,7.9,단독주택,단독주택,개,0.3,,9.5,290.0,62.0,0.1,서부소방서,서부구조대,
20215003201S00010,동물포획,안전조치,20210108,103700,2021,겨울,1,1,8,10,37,금요일,20210108,103700,2021,1,8,10,37,20210108,104300,2021,1,8,10,43,20210108,105000,2021,1,8,10,50,20210108,105500,2021,1,8,10,55,제주특별자치도,제주시,한림읍,농촌,읍,131961.8,41705.09,5.0,판매시설,기타 판매시설,개,-2.3,,6.9,360.0,92.0,6.6,서부소방서,서부구조대,
20215003103S00008,동물포획,안전조치,20210110,124800,2021,겨울,1,1,10,12,48,일요일,20210110,125100,2021,1,10,12,51,20210110,131700,2021,1,10,13,17,20210110,131700,2021,1,10,13,17,20210110,132700,2021,1,10,13,27,제주특별자치도,제주시,한림읍,농촌,읍,128920.73,34389.51,6.0,도로. 철도,일반도로(기타),개,4.1,0.0,4.1,290.0,63.0,2.7,서부소방서,한경센터,
20215003102S00011,동물포획,안전조치,20210111,100600,2021,겨울,1,1,11,10,6,월요일,20210111,100600,2021,1,11,10,6,20210111,101200,2021,1,11,10,12,20210111,101500,2021,1,11,10,15,20210111,102200,2021,1,11,10,22,제주특별자치도,제주시,애월읍,농촌,읍,136953.8618,47007.2119,4.0,단독주택,단독주택,개,1.6,,2.5,200.0,91.0,,서부소방서,애월센터,
20215001201S00045,동물포획,기타,20210112,101800,2021,겨울,1,1,12,10,18,화요일,20210112,101900,2021,1,12,10,19,20210112,102200,2021,1,12,10,22,20210112,102400,2021,1,12,10,24,20210112,102400,2021,1,12,10,24,제주특별자치도,제주시,월평동,도시,동,160431.164,45672.3319,7.7,공동주택,아파트,개,4.7,,3.6,290.0,55.0,,제주소방서,제주구조대,
20215001201S00047,동물포획,안전조치,20210112,103400,2021,겨울,1,1,12,10,34,화요일,20210112,103400,2021,1,12,10,34,20210112,104800,2021,1,12,10,48,20210112,104800,2021,1,12,10,48,20210112,110800,2021,1,12,11,8,제주특별자치도,제주시,월평동,도시,동,160431.164,45672.3319,5.6,공동주택,아파트,개,4.7,,3.6,290.0,55.0,,제주소방서,제주구조대,
20215001110S00022,동물포획,안전조치,20210112,104600,2021,겨울,1,1,12,10,46,화요일,20210112,104800,2021,1,12,10,48,20210112,110300,2021,1,12,11,3,20210112,112000,2021,1,12,11,20,20210112,113600,2021,1,12,11,36,제주특별자치도,제주시,조천읍,농촌,읍,169689.3958,49703.4019,5.3,논밭.축사,밭,개,4.7,,3.6,290.0,55.0,,동부소방서,조천센터,
20215001302S00001,동물포획,안전조치,20210112,140800,2021,겨울,1,1,12,14,8,화요일,20210112,140800,2021,1,12,14,8,20210112,141900,2021,1,12,14,19,20210112,142500,2021,1,12,14,25,20210112,143600,2021,1,12,14,36,제주특별자치도,제주시,구좌읍,농촌,읍,180353.35,56879.54,3.0,도로. 철도,일반도로(기타),개,4.2,,3.6,180.0,75.0,,동부소방서,구좌센터,김녕지역대
20215001113S00006,동물포획,안전조치,20210113,233000,2021,겨울,1,1,13,23,30,수요일,20210113,233000,2021,1,13,23,30,20210113,233500,2021,1,13,23,35,20210113,234000,2021,1,13,23,40,20210113,234400,2021,1,13,23,44,제주특별자치도,제주시,외도일동,도시,동,147316.9109,49939.9256,1.0,도로. 철도,일반도로(기타),개,10.4,,4.0,200.0,49.0,,제주소방서,외도센터,
20215004201S00027,동물포획,안전조치,20210114,84000,2021,겨울,1,1,14,8,40,목요일,20210114,84100,2021,1,14,8,41,20210114,84700,2021,1,14,8,47,20210114,85600,2021,1,14,8,56,20210114,91200,2021,1,14,9,12,제주특별자치도,서귀포시,성산읍,농촌,읍,192065.29,46198.88,1.5,단독주택,단독주택,개,7.4,,1.3,360.0,76.0,,동부소방서,동부구조대,
20215003105S00017,동물포획,안전조치,20210114,163100,2021,겨울,1,1,14,16,31,목요일,20210114,163100,2021,1,14,16,31,20210114,164000,2021,1,14,16,40,20210114,171000,2021,1,14,17,10,20210114,171900,2021,1,14,17,19,제주특별자치도,서귀포시,안덕면,농촌,면,135169.33,23577.93,4.0,도로. 철도,일반도로(기타),개,14.2,,2.2,200.0,60.0,,서부소방서,안덕센터,
20215002201S00021,동물포획,안전조치,20210114,175100,2021,겨울,1,1,14,17,51,목요일,20210114,175200,2021,1,14,17,52,20210114,175600,2021,1,14,17,56,20210114,181200,2021,1,14,18,12,20210114,181600,2021,1,14,18,16,제주특별자치도,서귀포시,서호동,도시,동,155305.11,23985.99,3.0,단독주택,단독주택,개,13.5,,1.3,230.0,66.0,,서귀포소방서,서귀포구조대,
20215001401S00036,동물포획,기타,20210114,184600,2021,겨울,1,1,14,18,46,목요일,20210114,184700,2021,1,14,18,47,20210114,185700,2021,1,14,18,57,20210114,190700,2021,1,14,19,7,20210114,191300,2021,1,14,19,13,제주특별자치도,제주시,해안동,도시,동,149381.9621,45794.7937,5.0,도로. 철도,일반도로(기타),개,13.2,,2.0,110.0,57.0,,제주소방서,서부분대,
20215003103S00011,동물포획,안전조치,20210116,161700,2021,겨울,1,1,16,16,17,토요일,20210116,161800,2021,1,16,16,18,20210116,163500,2021,1,16,16,35,20210116,170600,2021,1,16,17,6,20210116,172300,2021,1,16,17,23,제주특별자치도,제주시,한경면,농촌,면,131940.62,30784.18,9.3,도로. 철도,일반도로(기타),개,4.6,,4.6,320.0,61.0,,서부소방서,한경센터,
20215002103S00017,동물포획,안전조치,20210117,160800,2021,겨울,1,1,17,16,8,일요일,20210117,161000,2021,1,17,16,10,20210117,161500,2021,1,17,16,15,20210117,162000,2021,1,17,16,20,20210117,162400,2021,1,17,16,24,제주특별자치도,서귀포시,색달동,도시,동,145932.52,24665.42,2.0,도로. 철도,일반도로(기타),개,4.1,,3.1,270.0,56.0,,서귀포소방서,중문센터,
20215003102S00021,동물포획,안전조치,20210117,225600,2021,겨울,1,1,17,22,56,일요일,20210117,225700,2021,1,17,22,57,20210117,232200,2021,1,17,23,22,20210117,234200,2021,1,17,23,42,20210118,1000,2021,1,18,0,10,제주특별자치도,제주시,애월읍,농촌,읍,144871.026,41467.0372,18.1,단독주택,단독주택,개,3.1,,2.8,20.0,72.0,,서부소방서,애월센터,
20215001110S00032,동물포획,안전조치,20210118,132700,2021,겨울,1,1,18,13,27,월요일,20210118,132700,2021,1,18,13,27,20210118,133600,2021,1,18,13,36,20210118,134000,2021,1,18,13,40,20210118,134700,2021,1,18,13,47,제주특별자치도,제주시,조천읍,농촌,읍,169914.2907,54584.639,3.0,도로. 철도,일반도로(기타),개,8.4,,7.8,270.0,43.0,,동부소방서,조천센터,
20215001101S00023,동물포획,안전조치,20210119,174500,2021,겨울,1,1,19,17,45,화요일,20210119,174600,2021,1,19,17,46,20210119,175200,2021,1,19,17,52,20210119,191900,2021,1,19,19,19,20210119,201100,2021,1,19,20,11,제주특별자치도,제주시,도남동,도시,동,156208.8365,48609.9461,1.9,기타,기타,개,5.5,,2.2,20.0,41.0,,제주소방서,이도센터,
20215001401S00055,동물포획,안전조치,20210119,174500,2021,겨울,1,1,19,17,45,화요일,20210119,184400,2021,1,19,18,44,20210119,190100,2021,1,19,19,1,20210119,191900,2021,1,19,19,19,20210119,202100,2021,1,19,20,21,제주특별자치도,제주시,도남동,도시,동,156208.8365,48609.9461,5.7,논밭.축사,밭,개,5.5,,2.2,20.0,41.0,,제주소방서,서부분대,
20215001201S00080,동물포획,안전조치,20210121,83000,2021,겨울,1,1,21,8,30,목요일,20210121,83200,2021,1,21,8,32,20210121,83800,2021,1,21,8,38,20210121,83800,2021,1,21,8,38,20210121,85900,2021,1,21,8,59,제주특별자치도,제주시,영평동,도시,동,159247.31,48937.38,3.4,기타,기타,개,8.4,,1.8,160.0,69.0,,제주소방서,제주구조대,
20215003102S00026,동물포획,안전조치,20210121,104700,2021,겨울,1,1,21,10,47,목요일,20210121,104800,2021,1,21,10,48,20210121,105300,2021,1,21,10,53,20210121,110200,2021,1,21,11,2,20210121,110800,2021,1,21,11,8,제주특별자치도,제주시,애월읍,농촌,읍,137838.54,46802.36,2.0,도로. 철도,일반도로(기타),개,14.3,,1.0,250.0,57.0,,서부소방서,애월센터,
20215001201S00082,동물포획,안전조치,20210121,151900,2021,겨울,1,1,21,15,19,목요일,20210121,152100,2021,1,21,15,21,20210121,152800,2021,1,21,15,28,20210121,153000,2021,1,21,15,30,20210121,154900,2021,1,21,15,49,제주특별자치도,제주시,아라이동,도시,동,157801.9103,48262.337,2.6,작업·공사장,공사장,개,17.3,,1.4,250.0,51.0,,제주소방서,제주구조대,
20215003102S00029,동물포획,안전조치,20210122,100800,2021,겨울,1,1,22,10,8,금요일,20210122,101400,2021,1,22,10,14,20210122,103800,2021,1,22,10,38,20210122,105500,2021,1,22,10,55,20210122,112200,2021,1,22,11,22,제주특별자치도,제주시,애월읍,농촌,읍,145540.24,42107.04,10.0,도로. 철도,일반도로(기타),개,12.8,,0.7,250.0,90.0,,서부소방서,애월센터,
20215001108S00013,동물포획,기타,20210123,154500,2021,겨울,1,1,23,15,45,토요일,20210123,154600,2021,1,23,15,46,20210123,155300,2021,1,23,15,53,20210123,155300,2021,1,23,15,53,20210123,155800,2021,1,23,15,58,제주특별자치도,제주시,구좌읍,농촌,읍,186744.47,53718.08,2.0,도로. 철도,기타 도로.철도,개,13.2,5.4,4.1,70.0,92.0,,동부소방서,구좌센터,
20215003103S00015,동물포획,안전조치,20210123,171000,2021,겨울,1,1,23,17,10,토요일,20210123,171000,2021,1,23,17,10,20210123,171600,2021,1,23,17,16,20210123,172600,2021,1,23,17,26,20210123,173000,2021,1,23,17,30,제주특별자치도,제주시,한경면,농촌,면,124187.2546,34870.8284,1.6,단독주택,단독주택,개,12.8,,7.1,50.0,93.0,,서부소방서,한경센터,
20215002110S00036,동물포획,기타,20210124,131400,2021,겨울,1,1,24,13,14,일요일,20210324,131400,2021,3,24,13,14,20210324,133100,2021,3,24,13,31,20210324,135000,2021,3,24,13,50,20210324,142000,2021,3,24,14,20,제주특별자치도,서귀포시,하효동,도시,동,164869.29,23290.25,10.0,기타,기타,개,13.5,,4.7,50.0,62.0,,서귀포소방서,효돈센터,
20215003103S00017,동물포획,안전조치,20210124,213400,2021,겨울,1,1,24,21,34,일요일,20210124,213400,2021,1,24,21,34,20210124,215100,2021,1,24,21,51,20210124,215500,2021,1,24,21,55,20210124,221800,2021,1,24,22,18,제주특별자치도,제주시,한경면,농촌,면,130486.1455,31847.6547,10.0,도로. 철도,일반도로(기타),개,11.4,,3.1,70.0,61.0,,서부소방서,한경센터,
20215001108S00015,동물포획,안전조치,20210125,112100,2021,겨울,1,1,25,11,21,월요일,20210125,112200,2021,1,25,11,22,20210125,113200,2021,1,25,11,32,20210125,113500,2021,1,25,11,35,20210125,115600,2021,1,25,11,56,제주특별자치도,제주시,구좌읍,농촌,읍,184404.8961,55139.9044,3.0,도로. 철도,일반도로(기타),개,12.6,,3.7,70.0,62.0,,동부소방서,구좌센터,
20215003106S00011,동물포획,안전조치,20210127,95100,2021,겨울,1,1,27,9,51,수요일,20210127,95200,2021,1,27,9,52,20210127,95800,2021,1,27,9,58,20210127,103000,2021,1,27,10,30,20210127,110200,2021,1,27,11,2,제주특별자치도,서귀포시,대정읍,농촌,읍,132857.68,26127.2,1.0,도로. 철도,일반도로(교량),개,10.3,,0.6,360.0,75.0,,서부소방서,영어교육도시119센터,
20215003102S00036,동물포획,안전조치,20210127,104400,2021,겨울,1,1,27,10,44,수요일,20210127,104500,2021,1,27,10,45,20210127,105400,2021,1,27,10,54,20210127,111000,2021,1,27,11,10,20210127,112700,2021,1,27,11,27,제주특별자치도,제주시,애월읍,농촌,읍,143386.3785,45298.0367,6.4,공장·창고,창고,개,8.9,,2.1,20.0,45.0,,서부소방서,애월센터,
20215001106S00031,동물포획,안전조치,20210129,135600,2021,겨울,1,1,29,13,56,금요일,20210129,135600,2021,1,29,13,56,20210129,140700,2021,1,29,14,7,20210129,143000,2021,1,29,14,30,20210129,144000,2021,1,29,14,40,제주특별자치도,제주시,화북이동,도시,동,159266.943,51818.6834,2.1,도로. 철도,일반도로(기타),개,3.5,,5.1,340.0,52.0,,제주소방서,화북센터,
20215001114S00029,동물포획,안전조치,20210129,140100,2021,겨울,1,1,29,14,1,금요일,20210129,140200,2021,1,29,14,2,20210129,140700,2021,1,29,14,7,20210129,141200,2021,1,29,14,12,20210129,141800,2021,1,29,14,18,제주특별자치도,제주시,아라일동,도시,동,157990.74,47273.65,3.0,기타,기타,개,3.6,,5.7,320.0,53.0,,제주소방서,아라센터,
20215003102S00040,동물포획,안전조치,20210129,160400,2021,겨울,1,1,29,16,4,금요일,20210129,160400,2021,1,29,16,4,20210129,161200,2021,1,29,16,12,20210129,163000,2021,1,29,16,30,20210129,165400,2021,1,29,16,54,제주특별자치도,제주시,애월읍,농촌,읍,139417.8482,45584.9791,3.1,단독주택,단독주택,개,4.6,,5.1,320.0,50.0,,서부소방서,애월센터,
20215002103S00027,동물포획,안전조치,20210130,142500,2021,겨울,1,1,30,14,25,토요일,20210130,142500,2021,1,30,14,25,20210130,143100,2021,1,30,14,31,20210130,144200,2021,1,30,14,42,20210130,144700,2021,1,30,14,47,제주특별자치도,서귀포시,대포동,도시,동,147056.8092,22696.9227,2.0,도로. 철도,일반도로(기타),개,10.2,,3.6,230.0,59.0,,서귀포소방서,중문센터,
20215004201S00059,동물포획,안전조치,20210130,185100,2021,겨울,1,1,30,18,51,토요일,20210130,185200,2021,1,30,18,52,20210130,190000,2021,1,30,19,0,20210130,191000,2021,1,30,19,10,20210130,192300,2021,1,30,19,23,제주특별자치도,서귀포시,성산읍,농촌,읍,189111.5486,44306.5052,6.0,단독주택,단독주택,개,8.7,,1.7,270.0,65.0,,동부소방서,동부구조대,
20215002102S00049,동물포획,안전조치,20210130,185700,2021,겨울,1,1,30,18,57,토요일,20210130,185800,2021,1,30,18,58,20210130,190200,2021,1,30,19,2,20210130,190700,2021,1,30,19,7,20210130,191000,2021,1,30,19,10,제주특별자치도,서귀포시,서귀동,도시,동,159107.2135,23396.1795,2.0,도로. 철도,일반도로(기타),개,8.7,,1.7,270.0,65.0,,서귀포소방서,동홍센터,
20215001401S00087,동물포획,안전조치,20210130,223600,2021,겨울,1,1,30,22,36,토요일,20210130,225400,2021,1,30,22,54,20210130,225800,2021,1,30,22,58,20210130,232000,2021,1,30,23,20,20210130,233000,2021,1,30,23,30,제주특별자치도,제주시,이호일동,도시,동,148881.66,50401.88,3.0,도로. 철도,일반도로(기타),개,8.9,,2.5,180.0,58.0,,제주소방서,서부분대,
20215003105S00022,동물포획,안전조치,20210131,164600,2021,겨울,1,1,31,16,46,일요일,20210131,164900,2021,1,31,16,49,20210131,170000,2021,1,31,17,0,20210131,171700,2021,1,31,17,17,20210131,172700,2021,1,31,17,27,제주특별자치도,서귀포시,안덕면,농촌,면,134633.65,21125.43,5.8,단독주택,단독주택,개,14.2,,2.5,180.0,60.0,,서부소방서,안덕센터,
20215004201S00063,동물포획,안전조치,20210131,191100,2021,겨울,1,1,31,19,11,일요일,20210131,191100,2021,1,31,19,11,20210131,191900,2021,1,31,19,19,20210131,195000,2021,1,31,19,50,20210131,195500,2021,1,31,19,55,제주특별자치도,서귀포시,성산읍,농촌,읍,193697.1307,46539.5353,5.0,기타,기타,개,14.3,,4.1,200.0,72.0,,동부소방서,동부구조대,
20215002201S00060,동물포획,안전조치,20210201,40000,2021,겨울,1,2,1,4,0,월요일,20210201,40000,2021,2,1,4,0,20210201,41100,2021,2,1,4,11,20210201,42000,2021,2,1,4,20,20210201,42800,2021,2,1,4,28,제주특별자치도,서귀포시,강정동,도시,동,151525.4049,21720.9106,4.6,단독주택,단독주택,개,15.0,,8.1,200.0,91.0,,서귀포소방서,서귀포구조대,
20215004201S00066,동물포획,안전조치,20210201,190700,2021,겨울,1,2,1,19,7,월요일,20210201,190800,2021,2,1,19,8,20210201,191500,2021,2,1,19,15,20210201,201000,2021,2,1,20,10,20210201,201600,2021,2,1,20,16,제주특별자치도,서귀포시,성산읍,농촌,읍,193695.52,46536.77,3.5,판매시설,개인상점,개,10.2,,1.6,250.0,91.0,,동부소방서,동부구조대,
20215003105S00023,동물포획,안전조치,20210202,121900,2021,겨울,1,2,2,12,19,화요일,20210202,121900,2021,2,2,12,19,20210202,122800,2021,2,2,12,28,20210202,123500,2021,2,2,12,35,20210202,124700,2021,2,2,12,47,제주특별자치도,서귀포시,안덕면,농촌,면,135151.2892,24890.7658,5.0,단독주택,단독주택,개,10.0,,2.2,50.0,40.0,,서부소방서,안덕센터,
20215003105S00024,동물포획,안전조치,20210203,91200,2021,겨울,1,2,3,9,12,수요일,20210203,91200,2021,2,3,9,12,20210203,92000,2021,2,3,9,20,20210203,93000,2021,2,3,9,30,20210203,94600,2021,2,3,9,46,제주특별자치도,서귀포시,안덕면,농촌,면,135151.2892,24890.7658,6.0,단독주택,단독주택,개,4.8,,0.8,50.0,62.0,,서부소방서,안덕센터,
20215003104S00023,동물포획,안전조치,20210203,130300,2021,겨울,1,2,3,13,3,수요일,20210203,130300,2021,2,3,13,3,20210203,131200,2021,2,3,13,12,20210203,134500,2021,2,3,13,45,20210203,135800,2021,2,3,13,58,제주특별자치도,서귀포시,대정읍,농촌,읍,129745.38,26407.13,6.3,도로. 철도,일반도로(기타),개,7.6,,1.7,20.0,53.0,,서부소방서,대정센터,
20215002103S00031,동물포획,안전조치,20210204,152200,2021,겨울,1,2,4,15,22,목요일,20210204,152500,2021,2,4,15,25,20210204,153400,2021,2,4,15,34,20210204,153900,2021,2,4,15,39,20210204,154600,2021,2,4,15,46,제주특별자치도,서귀포시,하원동,도시,동,149282.9765,27195.9462,4.0,도로. 철도,일반도로(기타),개,11.3,,1.9,160.0,61.0,,서귀포소방서,중문센터,
20215001401S00103,동물포획,안전조치,20210205,105000,2021,겨울,1,2,5,10,50,금요일,20210205,105000,2021,2,5,10,50,20210205,105400,2021,2,5,10,54,20210205,110500,2021,2,5,11,5,20210205,111200,2021,2,5,11,12,제주특별자치도,제주시,노형동,도시,동,150671.86,47753.06,2.0,도로. 철도,일반도로(기타),개,6.7,,1.9,110.0,45.0,,제주소방서,서부분대,
20215002108S00033,동물포획,안전조치,20210205,145900,2021,겨울,1,2,5,14,59,금요일,20210205,150100,2021,2,5,15,1,20210205,151100,2021,2,5,15,11,20210205,152000,2021,2,5,15,20,20210205,153000,2021,2,5,15,30,제주특별자치도,서귀포시,남원읍,농촌,읍,167340.13,28811.03,10.0,논밭.축사,기타 논밭·축사,개,10.3,,0.8,50.0,71.0,,동부소방서,남원센터,
20215001105S00028,동물포획,안전조치,20210205,165800,2021,겨울,1,2,5,16,58,금요일,20210205,165900,2021,2,5,16,59,20210205,170500,2021,2,5,17,5,20210205,172500,2021,2,5,17,25,20210205,173000,2021,2,5,17,30,제주특별자치도,제주시,건입동,도시,동,158052.6878,52493.8282,2.0,교육·연구시설,도서관,개,9.7,,1.2,70.0,52.0,,제주소방서,항만센터,
20215001106S00041,동물포획,안전조치,20210206,74500,2021,겨울,1,2,6,7,45,토요일,20210206,74600,2021,2,6,7,46,20210206,75600,2021,2,6,7,56,20210206,80500,2021,2,6,8,5,20210206,81300,2021,2,6,8,13,제주특별자치도,제주시,도련일동,도시,동,161794.6819,51931.4541,3.0,단독주택,단독주택,개,7.8,,1.8,200.0,80.0,,제주소방서,화북센터,
20215003201S00063,동물포획,안전조치,20210206,120100,2021,겨울,1,2,6,12,1,토요일,20210206,120400,2021,2,6,12,4,20210206,121100,2021,2,6,12,11,20210206,122000,2021,2,6,12,20,20210206,122500,2021,2,6,12,25,제주특별자치도,제주시,한림읍,농촌,읍,133569.0066,37129.4591,3.5,논밭.축사,밭,개,13.3,,3.2,290.0,63.0,,서부소방서,서부구조대,
20215003104S00026,동물포획,안전조치,20210206,201200,2021,겨울,1,2,6,20,12,토요일,20210206,201200,2021,2,6,20,12,20210206,202800,2021,2,6,20,28,20210206,204000,2021,2,6,20,40,20210206,205100,2021,2,6,20,51,제주특별자치도,서귀포시,대정읍,농촌,읍,133887.9562,18599.1685,6.0,도로. 철도,기타 도로.철도,개,9.9,,1.8,250.0,81.0,,서부소방서,대정센터,
20215001106S00046,동물포획,안전조치,20210207,162700,2021,겨울,1,2,7,16,27,일요일,20210207,162900,2021,2,7,16,29,20210207,163800,2021,2,7,16,38,20210207,165000,2021,2,7,16,50,20210207,165600,2021,2,7,16,56,제주특별자치도,제주시,화북일동,도시,동,158842.4069,52818.4947,2.4,도로. 철도,일반도로(기타),개,13.0,,2.7,320.0,64.0,,제주소방서,화북센터,
20215004201S00086,동물포획,안전조치,20210209,91300,2021,겨울,1,2,9,9,13,화요일,20210209,91600,2021,2,9,9,16,20210209,92800,2021,2,9,9,28,20210209,94900,2021,2,9,9,49,20210209,95700,2021,2,9,9,57,제주특별자치도,서귀포시,성산읍,농촌,읍,193425.43,42683.2,8.0,산,기타 산(계곡),개,7.2,,1.3,200.0,75.0,,동부소방서,동부구조대,
20215002108S00039,동물포획,안전조치,20210211,170900,2021,겨울,1,2,11,17,9,목요일,20210211,171000,2021,2,11,17,10,20210211,171900,2021,2,11,17,19,20210211,172300,2021,2,11,17,23,20210211,173500,2021,2,11,17,35,제주특별자치도,서귀포시,남원읍,농촌,읍,169463.6634,25820.1943,3.0,도로. 철도,일반도로(기타),개,12.7,,1.5,50.0,67.0,,동부소방서,남원센터,
20215001110S00063,동물포획,안전조치,20210211,202700,2021,겨울,1,2,11,20,27,목요일,20210211,202900,2021,2,11,20,29,20210211,203500,2021,2,11,20,35,20210211,204500,2021,2,11,20,45,20210211,205100,2021,2,11,20,51,제주특별자치도,제주시,조천읍,농촌,읍,169079.6,55049.93,2.5,공동주택,아파트,개,11.2,,1.2,110.0,68.0,,동부소방서,조천센터,
20215003103S00026,동물포획,안전조치,20210212,172700,2021,겨울,1,2,12,17,27,금요일,20210212,172800,2021,2,12,17,28,20210212,173500,2021,2,12,17,35,20210212,174800,2021,2,12,17,48,20210212,175800,2021,2,12,17,58,제주특별자치도,제주시,한경면,농촌,면,122862.1208,32641.3132,2.2,도로. 철도,일반도로(기타),개,13.2,,2.2,50.0,49.0,,서부소방서,한경센터,
20215003201S00083,동물포획,안전조치,20210213,123800,2021,겨울,1,2,13,12,38,토요일,20210213,123900,2021,2,13,12,39,20210213,125100,2021,2,13,12,51,20210213,125900,2021,2,13,12,59,20210213,131600,2021,2,13,13,16,제주특별자치도,제주시,한림읍,농촌,읍,135156.0971,42603.6959,5.5,논밭.축사,밭,개,15.0,,4.4,50.0,56.0,,서부소방서,서부구조대,
20215001110S00065,동물포획,기타,20210213,154300,2021,겨울,1,2,13,15,43,토요일,20210213,154300,2021,2,13,15,43,20210213,154900,2021,2,13,15,49,20210213,155300,2021,2,13,15,53,20210213,155500,2021,2,13,15,55,제주특별자치도,제주시,조천읍,농촌,읍,167755.631,56260.9111,1.5,단독주택,기타 단독주택,개,15.2,,3.4,20.0,52.0,,동부소방서,조천센터,
