resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se_nm,dclr_mm,dclr_dd,dclr_hh,dclr_mi,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mm,dsp_dd,dsp_hh,dsp_mi,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mm,spt_arvl_dd,spt_arvl_hh,spt_arvl_mi,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mm,resc_cmptn_dd,resc_cmptn_hh,resc_cmptn_mi,hmg_ymd,hmg_tm,hmg_yr,hmg_mm,hmg_dd,hmg_hh,hmg_mi,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se,dong_se,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20165001201S02189,동물포획,안전조치,20161006,212900,2016,가을,4,10,6,21,29,목요일,20161006,212900,2016,10,6,21,29,20161006,215100,2016,10,6,21,51,20161006,215900,2016,10,6,21,59,20161006,220300,2016,10,6,22,3,제주특별자치도,제주시,오라일동,도시,동,155206.9186,49902.2904,2.0,도로교통,도로,개,22.0,,1.6,140.0,68.0,,제주소방서,제주구조대,
20165003106S00091,동물포획,안전조치,20161009,114400,2016,가을,4,10,9,11,44,일요일,20161009,114400,2016,10,9,11,44,20161009,115500,2016,10,9,11,55,20161009,121000,2016,10,9,12,10,20161009,122200,2016,10,9,12,22,제주특별자치도,서귀포시,대정읍,농촌,읍,133317.11,27795.51,2.0,상가ㆍ시장,일반상가,개,21.0,,1.7,200.0,55.0,,서부소방서,영어교육도시119센터,
20165003106S00092,동물포획,안전조치,20161009,123800,2016,가을,4,10,9,12,38,일요일,20161009,123900,2016,10,9,12,39,20161009,125000,2016,10,9,12,50,20161009,130000,2016,10,9,13,0,20161009,132100,2016,10,9,13,21,제주특별자치도,서귀포시,대정읍,농촌,읍,131162.11,25253.5,5.0,단독주택,단독주택,개,21.8,,2.4,290.0,45.0,,서부소방서,영어교육도시119센터,
20165003201S00801,동물포획,안전조치,20161009,123800,2016,가을,4,10,9,12,38,일요일,20161009,123900,2016,10,9,12,39,20161009,125000,2016,10,9,12,50,20161009,131000,2016,10,9,13,10,20161009,132300,2016,10,9,13,23,제주특별자치도,서귀포시,대정읍,농촌,읍,131162.11,25253.5,18.0,단독주택,단독주택,개,21.8,,2.4,290.0,45.0,,서부소방서,서부구조대,
20165003201S00807,동물포획,안전조치,20161010,101400,2016,가을,4,10,10,10,14,월요일,20161010,101500,2016,10,10,10,15,20161010,103100,2016,10,10,10,31,20161010,103500,2016,10,10,10,35,20161010,110800,2016,10,10,11,8,제주특별자치도,제주시,애월읍,농촌,읍,137325.77,42143.76,10.0,종교시설,사찰,개,19.7,,3.5,50.0,55.0,,서부소방서,서부구조대,
20165003201S00808,동물포획,안전조치,20161010,144900,2016,가을,4,10,10,14,49,월요일,20161010,145100,2016,10,10,14,51,20161010,145800,2016,10,10,14,58,20161010,151200,2016,10,10,15,12,20161010,151900,2016,10,10,15,19,제주특별자치도,제주시,한림읍,농촌,읍,133334.06,44258.35,4.0,도로교통,도로,개,20.0,,4.7,50.0,65.0,,서부소방서,서부구조대,
20165001201S02239,동물포획,안전조치,20161011,214300,2016,가을,4,10,11,21,43,화요일,20161011,214400,2016,10,11,21,44,20161011,215800,2016,10,11,21,58,20161011,220200,2016,10,11,22,2,20161011,221700,2016,10,11,22,17,제주특별자치도,제주시,건입동,도시,동,157953.19,52873.19,6.0,공원,공원,개,17.9,,1.1,180.0,66.0,,제주소방서,제주구조대,
20165001201S02254,동물포획,안전조치,20161013,172400,2016,가을,4,10,13,17,24,목요일,20161013,172400,2016,10,13,17,24,20161013,173000,2016,10,13,17,30,20161013,174000,2016,10,13,17,40,20161013,174500,2016,10,13,17,45,제주특별자치도,제주시,아라일동,도시,동,156932.7905,49295.4819,1.0,도로교통,도로,개,20.8,,2.2,90.0,72.0,,제주소방서,제주구조대,
20165002106S00061,동물포획,안전조치,20161014,123100,2016,가을,4,10,14,12,31,금요일,20161014,123100,2016,10,14,12,31,20161014,124000,2016,10,14,12,40,20161014,124500,2016,10,14,12,45,20161014,125500,2016,10,14,12,55,제주특별자치도,서귀포시,성산읍,농촌,읍,193892.257,46388.5686,2.0,상가ㆍ시장,상가.시장기타,개,22.8,,4.2,50.0,65.0,,동부소방서,성산센터,
20165001108S00259,동물포획,안전조치,20161015,123400,2016,가을,4,10,15,12,34,토요일,20161015,123400,2016,10,15,12,34,20161015,125100,2016,10,15,12,51,20161015,133800,2016,10,15,13,38,20161015,134800,2016,10,15,13,48,제주특별자치도,제주시,구좌읍,농촌,읍,182523.91,56576.75,5.0,도로교통,도로,개,22.6,,4.1,90.0,63.0,,동부소방서,구좌센터,
20165004201S00662,동물포획,안전조치,20161015,123400,2016,가을,4,10,15,12,34,토요일,20161015,123400,2016,10,15,12,34,20161015,125100,2016,10,15,12,51,20161015,133800,2016,10,15,13,38,20161015,141600,2016,10,15,14,16,제주특별자치도,제주시,구좌읍,농촌,읍,182523.91,56576.75,30.0,단독주택,단독주택,개,22.6,,4.1,90.0,63.0,,동부소방서,동부구조대,
20165001201S02282,동물포획,안전조치,20161016,83400,2016,가을,4,10,16,8,34,일요일,20161016,83500,2016,10,16,8,35,20161016,84500,2016,10,16,8,45,20161016,90500,2016,10,16,9,5,20161016,91800,2016,10,16,9,18,제주특별자치도,제주시,해안동,도시,동,149793.56,45643.7,12.0,단독주택,단독주택,개,21.9,,3.6,110.0,75.0,,제주소방서,제주구조대,
20165001303S00062,동물포획,안전조치,20161016,90000,2016,가을,4,10,16,9,0,일요일,20161016,90100,2016,10,16,9,1,20161016,90400,2016,10,16,9,4,20161016,91600,2016,10,16,9,16,20161016,91900,2016,10,16,9,19,제주특별자치도,제주시,우도면,농촌,면,195129.76,50515.94,2.0,기타,기타,개,22.2,,3.3,90.0,82.0,,동부소방서,구좌센터,우도지역대
20165001201S02301,동물포획,안전조치,20161019,84200,2016,가을,4,10,19,8,42,수요일,20161019,84300,2016,10,19,8,43,20161019,85700,2016,10,19,8,57,20161019,91000,2016,10,19,9,10,20161019,91600,2016,10,19,9,16,제주특별자치도,제주시,오라일동,도시,동,154927.7,50138.77,3.0,도로교통,도로,개,20.6,,1.3,140.0,82.0,,제주소방서,제주구조대,
20165001102S00274,동물포획,안전조치,20161019,180900,2016,가을,4,10,19,18,9,수요일,20161019,181000,2016,10,19,18,10,20161019,181400,2016,10,19,18,14,20161019,182500,2016,10,19,18,25,20161019,183200,2016,10,19,18,32,제주특별자치도,제주시,용담이동,도시,동,154550.46,51867.91,1.0,상가ㆍ시장,일반상가,개,21.5,,1.6,50.0,78.0,,제주소방서,삼도센터,
20165002104S00244,동물포획,안전조치,20161020,232900,2016,가을,4,10,20,23,29,목요일,20161020,232900,2016,10,20,23,29,20161020,233700,2016,10,20,23,37,20161021,300,2016,10,21,0,3,20161021,1000,2016,10,21,0,10,제주특별자치도,서귀포시,강정동,도시,동,153918.45,21194.31,4.0,도로교통,도로,개,20.7,,3.2,50.0,81.0,,서귀포소방서,대신센터,
20165001108S00260,동물포획,안전조치,20161021,105000,2016,가을,4,10,21,10,50,금요일,20161021,105600,2016,10,21,10,56,20161021,110600,2016,10,21,11,6,20161021,112000,2016,10,21,11,20,20161021,113000,2016,10,21,11,30,제주특별자치도,제주시,구좌읍,농촌,읍,189509.54,52514.86,4.0,단독주택,단독주택,개,19.4,1.9,4.1,110.0,90.0,,동부소방서,구좌센터,
20165003201S00845,동물포획,안전조치,20161021,130400,2016,가을,4,10,21,13,4,금요일,20161021,130500,2016,10,21,13,5,20161021,132200,2016,10,21,13,22,20161021,141000,2016,10,21,14,10,20161021,150500,2016,10,21,15,5,제주특별자치도,제주시,한림읍,농촌,읍,140742.52,33847.16,11.5,기타,기타,개,19.6,1.0,2.6,90.0,85.0,,서부소방서,서부구조대,
20165002201S00908,동물포획,안전조치,20161022,104600,2016,가을,4,10,22,10,46,토요일,20161022,104800,2016,10,22,10,48,20161022,110200,2016,10,22,11,2,20161022,110200,2016,10,22,11,2,20161022,112400,2016,10,22,11,24,제주특별자치도,서귀포시,서귀동,도시,동,158941.98,22667.92,3.0,도로교통,도로,개,19.2,,3.5,50.0,97.0,,서귀포소방서,서귀포구조대,
20165003102S00360,동물포획,안전조치,20161025,113800,2016,가을,4,10,25,11,38,화요일,20161025,113900,2016,10,25,11,39,20161025,114900,2016,10,25,11,49,20161025,121000,2016,10,25,12,10,20161025,121400,2016,10,25,12,14,제주특별자치도,제주시,애월읍,농촌,읍,145022.28,48525.94,6.0,아파트,아파트,개,25.2,,7.1,230.0,62.0,,서부소방서,애월센터,
20165003102S00361,동물포획,안전조치,20161025,151100,2016,가을,4,10,25,15,11,화요일,20161025,151100,2016,10,25,15,11,20161025,152200,2016,10,25,15,22,20161025,154000,2016,10,25,15,40,20161025,160800,2016,10,25,16,8,제주특별자치도,제주시,애월읍,농촌,읍,145014.79,48521.82,7.0,아파트,아파트,개,19.8,0.0,3.8,270.0,86.0,,서부소방서,애월센터,
20165001201S02350,동물포획,안전조치,20161027,80900,2016,가을,4,10,27,8,9,목요일,20161027,81100,2016,10,27,8,11,20161027,82100,2016,10,27,8,21,20161027,83500,2016,10,27,8,35,20161027,90500,2016,10,27,9,5,제주특별자치도,제주시,월평동,도시,동,160449.93,47503.51,10.0,단독주택,단독주택,개,18.2,,1.7,90.0,84.0,,제주소방서,제주구조대,
20165003105S00211,동물포획,안전조치,20161027,163100,2016,가을,4,10,27,16,31,목요일,20161027,163200,2016,10,27,16,32,20161027,163800,2016,10,27,16,38,20161027,170000,2016,10,27,17,0,20161027,172000,2016,10,27,17,20,제주특별자치도,서귀포시,안덕면,농촌,면,139946.64,24289.77,3.5,논밭ㆍ축사,하우스시설물,개,21.0,,4.5,70.0,77.0,,서부소방서,안덕센터,
20165003201S00856,동물포획,안전조치,20161027,164400,2016,가을,4,10,27,16,44,목요일,20161027,164500,2016,10,27,16,45,20161027,165000,2016,10,27,16,50,20161027,170000,2016,10,27,17,0,20161027,170700,2016,10,27,17,7,제주특별자치도,제주시,한림읍,농촌,읍,129344.7795,39286.0258,4.0,기타,기타,개,21.2,,3.6,90.0,68.0,,서부소방서,서부구조대,
20165001112S00675,동물포획,안전조치,20161028,75000,2016,가을,4,10,28,7,50,금요일,20161028,75300,2016,10,28,7,53,20161028,80100,2016,10,28,8,1,20161028,85000,2016,10,28,8,50,20161028,85600,2016,10,28,8,56,제주특별자치도,제주시,외도일동,도시,동,147278.9,49517.73,4.0,기타,기타,개,19.6,2.4,1.1,230.0,95.0,,제주소방서,노형센터,
20165002201S00921,동물포획,안전조치,20161028,82000,2016,가을,4,10,28,8,20,금요일,20161028,82100,2016,10,28,8,21,20161028,83400,2016,10,28,8,34,20161028,84000,2016,10,28,8,40,20161028,85000,2016,10,28,8,50,제주특별자치도,서귀포시,호근동,도시,동,156141.91,22857.68,5.0,작업ㆍ공사장,"작업장,공사장기타",개,19.2,7.6,0.1,0.0,99.0,,서귀포소방서,서귀포구조대,
20165001108S00265,동물포획,안전조치,20161030,161400,2016,가을,4,10,30,16,14,일요일,20161030,161700,2016,10,30,16,17,20161030,162500,2016,10,30,16,25,20161030,164500,2016,10,30,16,45,20161030,170000,2016,10,30,17,0,제주특별자치도,제주시,구좌읍,농촌,읍,180420.5,55640.49,8.0,도로교통,도로,개,16.0,,2.2,70.0,40.0,,동부소방서,구좌센터,
20165001110S00362,동물포획,안전조치,20161030,212100,2016,가을,4,10,30,21,21,일요일,20161030,212200,2016,10,30,21,22,20161030,212900,2016,10,30,21,29,20161030,213500,2016,10,30,21,35,20161030,220000,2016,10,30,22,0,제주특별자치도,제주시,조천읍,농촌,읍,169059.32,55457.6,2.0,숙박시설,일반호텔,개,13.4,,1.8,140.0,59.0,,동부소방서,조천센터,
20165003201S00868,동물포획,안전조치,20161102,64700,2016,가을,4,11,2,6,47,수요일,20161102,64800,2016,11,2,6,48,20161102,70000,2016,11,2,7,0,20161102,71000,2016,11,2,7,10,20161102,71400,2016,11,2,7,14,제주특별자치도,제주시,한림읍,농촌,읍,131695.45,41329.5,3.5,단독주택,단독주택,개,9.8,,4.7,360.0,62.0,,서부소방서,서부구조대,
20165001201S02397,동물포획,기타,20161104,82900,2016,가을,4,11,4,8,29,금요일,20161104,83000,2016,11,4,8,30,20161104,83500,2016,11,4,8,35,20161104,85000,2016,11,4,8,50,20161104,85600,2016,11,4,8,56,제주특별자치도,제주시,아라일동,도시,동,157217.32,48802.23,2.0,도로교통,도로,개,11.9,,2.6,180.0,70.0,,제주소방서,제주구조대,
20165002201S00936,동물포획,안전조치,20161104,112300,2016,가을,4,11,4,11,23,금요일,20161104,112300,2016,11,4,11,23,20161104,112800,2016,11,4,11,28,20161104,114500,2016,11,4,11,45,20161104,115500,2016,11,4,11,55,제주특별자치도,서귀포시,서홍동,도시,동,158783.32,24800.91,3.0,단독주택,단독주택,개,16.8,,2.4,250.0,57.0,,서귀포소방서,서귀포구조대,
20165003104S00194,동물포획,안전조치,20161104,115200,2016,가을,4,11,4,11,52,금요일,20161104,115200,2016,11,4,11,52,20161104,120000,2016,11,4,12,0,20161104,122500,2016,11,4,12,25,20161104,123400,2016,11,4,12,34,제주특별자치도,서귀포시,대정읍,농촌,읍,127926.96,23094.56,4.0,단독주택,단독주택,개,16.8,,2.4,250.0,57.0,,서부소방서,대정센터,
20165001106S00200,동물포획,안전조치,20161105,134900,2016,가을,4,11,5,13,49,토요일,20161105,135100,2016,11,5,13,51,20161105,135600,2016,11,5,13,56,20161105,140500,2016,11,5,14,5,20161105,141000,2016,11,5,14,10,제주특별자치도,제주시,삼양삼동,도시,동,160567.24,53175.38,2.0,상가ㆍ시장,일반상가,개,22.3,,5.3,290.0,54.0,,제주소방서,화북센터,
20165001201S02409,동물포획,안전조치,20161105,164000,2016,가을,4,11,5,16,40,토요일,20161105,164100,2016,11,5,16,41,20161105,165200,2016,11,5,16,52,20161105,170100,2016,11,5,17,1,20161105,172500,2016,11,5,17,25,제주특별자치도,제주시,연동,도시,동,152388.65,47309.92,6.0,빌라,빌라,개,20.9,,4.9,290.0,62.0,,제주소방서,제주구조대,
20165001105S00159,동물포획,안전조치,20161106,94000,2016,가을,4,11,6,9,40,일요일,20161106,94100,2016,11,6,9,41,20161106,94500,2016,11,6,9,45,20161106,95000,2016,11,6,9,50,20161106,95700,2016,11,6,9,57,제주특별자치도,제주시,건입동,도시,동,157390.56,52890.18,2.0,작업ㆍ공사장,"작업장,공사장기타",개,18.0,,1.3,140.0,76.0,,제주소방서,항만센터,
20165003201S00890,동물포획,안전조치,20161106,181600,2016,가을,4,11,6,18,16,일요일,20161106,181700,2016,11,6,18,17,20161106,182000,2016,11,6,18,20,20161106,183000,2016,11,6,18,30,20161106,183700,2016,11,6,18,37,제주특별자치도,제주시,한림읍,농촌,읍,131932.44,41228.11,1.0,도로교통,도로,개,18.6,,2.7,90.0,75.0,,서부소방서,서부구조대,
20165004201S00707,동물포획,안전조치,20161109,104300,2016,가을,4,11,9,10,43,수요일,20161109,104300,2016,11,9,10,43,20161109,104500,2016,11,9,10,45,20161109,105000,2016,11,9,10,50,20161109,105400,2016,11,9,10,54,제주특별자치도,서귀포시,성산읍,농촌,읍,191616.68,46293.29,3.0,단독주택,단독주택,개,9.6,,4.4,340.0,41.0,,동부소방서,동부구조대,
20165003106S00103,동물포획,안전조치,20161112,132400,2016,가을,4,11,12,13,24,토요일,20161112,132400,2016,11,12,13,24,20161112,133200,2016,11,12,13,32,20161112,141000,2016,11,12,14,10,20161112,142800,2016,11,12,14,28,제주특별자치도,서귀포시,대정읍,농촌,읍,130234.15,24442.4,5.0,단독주택,단독주택,개,19.0,,0.9,180.0,65.0,,서부소방서,영어교육도시119센터,
20165001110S00374,동물포획,안전조치,20161112,192300,2016,가을,4,11,12,19,23,토요일,20161112,192300,2016,11,12,19,23,20161112,193500,2016,11,12,19,35,20161112,200000,2016,11,12,20,0,20161112,201100,2016,11,12,20,11,제주특별자치도,제주시,조천읍,농촌,읍,167164.37,55412.73,5.0,단독주택,단독주택,개,17.2,,1.6,160.0,61.0,,동부소방서,조천센터,
20165003101S00084,동물포획,안전조치,20161113,131300,2016,가을,4,11,13,13,13,일요일,20161113,131700,2016,11,13,13,17,20161113,133000,2016,11,13,13,30,20161113,135000,2016,11,13,13,50,20161113,140000,2016,11,13,14,0,제주특별자치도,제주시,한림읍,농촌,읍,128995.5,35282.79,8.0,기타,기타,개,21.5,,3.6,50.0,73.0,,서부소방서,한림센터,
20165002108S00225,동물포획,안전조치,20161113,144400,2016,가을,4,11,13,14,44,일요일,20161113,144700,2016,11,13,14,47,20161113,145200,2016,11,13,14,52,20161113,150000,2016,11,13,15,0,20161113,151300,2016,11,13,15,13,제주특별자치도,서귀포시,남원읍,농촌,읍,175015.82,28329.78,5.0,지하맨홀,지하맨홀,개,20.0,,1.0,90.0,80.0,,동부소방서,남원센터,
20165003106S00106,동물포획,안전조치,20161114,141600,2016,가을,4,11,14,14,16,월요일,20161114,141700,2016,11,14,14,17,20161114,143900,2016,11,14,14,39,20161114,145500,2016,11,14,14,55,20161114,150300,2016,11,14,15,3,제주특별자치도,서귀포시,대정읍,농촌,읍,131073.79,24913.71,5.0,단독주택,단독주택,개,21.7,,2.9,230.0,89.0,,서부소방서,영어교육도시119센터,
20165003201S00913,동물포획,안전조치,20161115,103200,2016,가을,4,11,15,10,32,화요일,20161115,103200,2016,11,15,10,32,20161115,103500,2016,11,15,10,35,20161115,111500,2016,11,15,11,15,20161115,112500,2016,11,15,11,25,제주특별자치도,제주시,한림읍,농촌,읍,133111.27,39046.33,2.0,단독주택,단독주택,개,14.9,,3.5,320.0,56.0,,서부소방서,서부구조대,
20165002201S00968,동물포획,기타,20161117,164800,2016,가을,4,11,17,16,48,목요일,20161117,164800,2016,11,17,16,48,20161117,165100,2016,11,17,16,51,20161117,165100,2016,11,17,16,51,20161117,165900,2016,11,17,16,59,제주특별자치도,서귀포시,서귀동,도시,동,159796.8394,22726.9479,2.0,도로교통,도로,개,18.0,,2.4,50.0,61.0,,서귀포소방서,서귀포구조대,
20165002104S00257,동물포획,안전조치,20161118,120000,2016,가을,4,11,18,12,0,금요일,20161118,120100,2016,11,18,12,1,20161118,120500,2016,11,18,12,5,20161118,122000,2016,11,18,12,20,20161118,122500,2016,11,18,12,25,제주특별자치도,서귀포시,강정동,도시,동,154011.94,23880.08,1.0,학교ㆍ유치원,중학교,개,19.1,0.0,1.6,50.0,74.0,,서귀포소방서,대신센터,
20165002107S00202,동물포획,안전조치,20161119,81700,2016,가을,4,11,19,8,17,토요일,20161119,81800,2016,11,19,8,18,20161119,82700,2016,11,19,8,27,20161119,83500,2016,11,19,8,35,20161119,84800,2016,11,19,8,48,제주특별자치도,서귀포시,표선면,농촌,면,184645.5,31843.89,1.5,학교ㆍ유치원,초등학교,개,18.7,,2.2,230.0,86.0,,동부소방서,표선센터,
20165001201S02512,동물포획,안전조치,20161121,153800,2016,가을,4,11,21,15,38,월요일,20161121,153900,2016,11,21,15,39,20161121,154600,2016,11,21,15,46,20161121,160000,2016,11,21,16,0,20161121,161000,2016,11,21,16,10,제주특별자치도,제주시,이도이동,도시,동,156706.17,51082.38,4.0,빌딩ㆍ사무실,일반업무시설,개,18.9,0.8,2.9,90.0,89.0,,제주소방서,제주구조대,
20165001302S00089,동물포획,안전조치,20161121,162900,2016,가을,4,11,21,16,29,월요일,20161121,163100,2016,11,21,16,31,20161121,163500,2016,11,21,16,35,20161121,170500,2016,11,21,17,5,20161121,172000,2016,11,21,17,20,제주특별자치도,제주시,구좌읍,농촌,읍,176721.72,56791.88,1.0,논밭ㆍ축사,밭,개,18.8,,3.1,70.0,88.0,,동부소방서,구좌센터,김녕지역대
20165003201S00927,동물포획,안전조치,20161122,135800,2016,가을,4,11,22,13,58,화요일,20161122,140200,2016,11,22,14,2,20161122,142800,2016,11,22,14,28,20161122,150900,2016,11,22,15,9,20161122,153600,2016,11,22,15,36,제주특별자치도,제주시,애월읍,농촌,읍,144569.02,44315.28,18.0,단독주택,단독주택,개,11.1,,4.8,360.0,73.0,,서부소방서,서부구조대,
20165002104S00261,동물포획,기타,20161123,121100,2016,가을,4,11,23,12,11,수요일,20161123,121200,2016,11,23,12,12,20161123,121500,2016,11,23,12,15,20161123,122300,2016,11,23,12,23,20161123,122800,2016,11,23,12,28,제주특별자치도,서귀포시,법환동,도시,동,154282.88,22960.41,2.0,기타,기타,개,12.6,,1.9,230.0,62.0,,서귀포소방서,대신센터,
20165001201S02523,동물포획,안전조치,20161124,42100,2016,가을,4,11,24,4,21,목요일,20161124,42100,2016,11,24,4,21,20161124,42500,2016,11,24,4,25,20161124,43200,2016,11,24,4,32,20161124,43800,2016,11,24,4,38,제주특별자치도,제주시,아라일동,도시,동,157481.38,49150.3,2.0,도로교통,도로,개,7.9,,6.2,340.0,53.0,,제주소방서,제주구조대,
20165001201S02528,동물포획,안전조치,20161124,140300,2016,가을,4,11,24,14,3,목요일,20161124,140500,2016,11,24,14,5,20161124,141000,2016,11,24,14,10,20161124,144000,2016,11,24,14,40,20161124,145000,2016,11,24,14,50,제주특별자치도,제주시,아라일동,도시,동,157112.85,47883.65,4.0,논밭ㆍ축사,밭,개,7.8,,3.5,360.0,58.0,,제주소방서,제주구조대,
20165003105S00244,동물포획,안전조치,20161126,113300,2016,가을,4,11,26,11,33,토요일,20161126,113400,2016,11,26,11,34,20161126,114000,2016,11,26,11,40,20161126,115500,2016,11,26,11,55,20161126,120800,2016,11,26,12,8,제주특별자치도,서귀포시,안덕면,농촌,면,135150.43,23210.96,4.0,단독주택,단독주택,개,13.1,,1.3,50.0,65.0,,서부소방서,안덕센터,
20165002107S00216,동물포획,안전조치,20161128,140200,2016,가을,4,11,28,14,2,월요일,20161128,140400,2016,11,28,14,4,20161128,141000,2016,11,28,14,10,20161128,142500,2016,11,28,14,25,20161128,143000,2016,11,28,14,30,제주특별자치도,서귀포시,표선면,농촌,면,184514.3632,31363.0498,4.0,도로교통,도로,개,13.6,,1.2,200.0,56.0,,동부소방서,표선센터,
20165001302S00090,동물포획,안전조치,20161129,71800,2016,가을,4,11,29,7,18,화요일,20161129,71900,2016,11,29,7,19,20161129,72500,2016,11,29,7,25,20161129,73500,2016,11,29,7,35,20161129,74000,2016,11,29,7,40,제주특별자치도,제주시,구좌읍,농촌,읍,176899.91,56803.74,1.0,상가ㆍ시장,상가.시장기타,개,8.1,,4.8,20.0,66.0,,동부소방서,구좌센터,김녕지역대
20165003201S00947,동물포획,안전조치,20161129,122800,2016,가을,4,11,29,12,28,화요일,20161129,122800,2016,11,29,12,28,20161129,123600,2016,11,29,12,36,20161129,125600,2016,11,29,12,56,20161129,130100,2016,11,29,13,1,제주특별자치도,제주시,한림읍,농촌,읍,131667.71,42115.9,3.0,단독주택,다가구주택,개,11.0,,1.6,360.0,44.0,,서부소방서,서부구조대,
20165003105S00245,동물포획,안전조치,20161130,165200,2016,가을,4,11,30,16,52,수요일,20161130,165400,2016,11,30,16,54,20161130,165600,2016,11,30,16,56,20161130,171500,2016,11,30,17,15,20161130,171700,2016,11,30,17,17,제주특별자치도,서귀포시,안덕면,농촌,면,137495.62,23747.36,1.0,기타,기타,개,14.3,,2.3,270.0,77.0,,서부소방서,안덕센터,
20165002201S01002,동물포획,안전조치,20161201,144500,2016,겨울,4,12,1,14,45,목요일,20161201,144600,2016,12,1,14,46,20161201,145300,2016,12,1,14,53,20161201,151400,2016,12,1,15,14,20161201,151900,2016,12,1,15,19,제주특별자치도,서귀포시,서귀동,도시,동,159729.77,22747.84,2.0,단독주택,단독주택,개,14.2,,3.7,270.0,45.0,,서귀포소방서,서귀포구조대,
20165001201S02587,동물포획,기타,20161203,115500,2016,겨울,4,12,3,11,55,토요일,20161203,115600,2016,12,3,11,56,20161203,120000,2016,12,3,12,0,20161203,120300,2016,12,3,12,3,20161203,122200,2016,12,3,12,22,제주특별자치도,제주시,조천읍,농촌,읍,164797.31,54530.47,12.0,도로교통,도로,개,11.2,,0.6,230.0,59.0,,제주소방서,제주구조대,
20165002201S01008,동물포획,기타,20161204,94000,2016,겨울,4,12,4,9,40,일요일,20161204,94000,2016,12,4,9,40,20161204,95100,2016,12,4,9,51,20161204,100100,2016,12,4,10,1,20161204,101200,2016,12,4,10,12,제주특별자치도,서귀포시,보목동,도시,동,163186.2074,21958.2393,5.0,단독주택,단독주택,개,11.6,,1.5,250.0,76.0,,서귀포소방서,서귀포구조대,
20165002110S00123,동물포획,안전조치,20161204,94000,2016,겨울,4,12,4,9,40,일요일,20161204,94000,2016,12,4,9,40,20161204,95100,2016,12,4,9,51,20161204,101000,2016,12,4,10,10,20161204,101800,2016,12,4,10,18,제주특별자치도,서귀포시,보목동,도시,동,163186.2074,21958.2393,6.0,단독주택,단독주택,개,11.6,,1.5,250.0,76.0,,서귀포소방서,효돈센터,
20165004201S00756,동물포획,안전조치,20161206,161500,2016,겨울,4,12,6,16,15,화요일,20161206,161600,2016,12,6,16,16,20161206,162300,2016,12,6,16,23,20161206,163800,2016,12,6,16,38,20161206,164800,2016,12,6,16,48,제주특별자치도,서귀포시,성산읍,농촌,읍,193639.39,42460.11,5.0,기타,기타,개,7.6,,4.7,290.0,57.0,,동부소방서,동부구조대,
20165003103S00177,동물포획,안전조치,20161207,12300,2016,겨울,4,12,7,1,23,수요일,20161207,12300,2016,12,7,1,23,20161207,13600,2016,12,7,1,36,20161207,15200,2016,12,7,1,52,20161207,15900,2016,12,7,1,59,제주특별자치도,제주시,한경면,농촌,면,123509.02,29260.47,5.0,단독주택,단독주택,개,6.9,,7.2,340.0,70.0,,서부소방서,한경센터,
20165002104S00263,동물포획,안전조치,20161207,91300,2016,겨울,4,12,7,9,13,수요일,20161207,91400,2016,12,7,9,14,20161207,92000,2016,12,7,9,20,20161207,93500,2016,12,7,9,35,20161207,94000,2016,12,7,9,40,제주특별자치도,서귀포시,강정동,도시,동,151984.71,23490.79,3.0,단독주택,단독주택,개,9.1,,2.6,270.0,64.0,,서귀포소방서,대신센터,
20165002201S01016,동물포획,안전조치,20161207,122900,2016,겨울,4,12,7,12,29,수요일,20161207,122900,2016,12,7,12,29,20161207,123300,2016,12,7,12,33,20161207,124000,2016,12,7,12,40,20161207,125000,2016,12,7,12,50,제주특별자치도,서귀포시,동홍동,도시,동,159942.08,23326.33,1.0,작업ㆍ공사장,작업장,개,12.3,,2.3,270.0,53.0,,서귀포소방서,서귀포구조대,
20165002201S01018,동물포획,안전조치,20161207,194100,2016,겨울,4,12,7,19,41,수요일,20161207,194300,2016,12,7,19,43,20161207,195600,2016,12,7,19,56,20161207,200200,2016,12,7,20,2,20161207,201500,2016,12,7,20,15,제주특별자치도,서귀포시,하효동,도시,동,164657.33,24251.59,8.0,단독주택,다가구주택,개,10.5,,1.4,320.0,64.0,,서귀포소방서,서귀포구조대,
20165002201S01019,동물포획,기타,20161208,95000,2016,겨울,4,12,8,9,50,목요일,20161208,95100,2016,12,8,9,51,20161208,95800,2016,12,8,9,58,20161208,102000,2016,12,8,10,20,20161208,103000,2016,12,8,10,30,제주특별자치도,서귀포시,보목동,도시,동,162005.2052,22629.415,4.0,작업ㆍ공사장,작업장,개,10.5,,0.7,20.0,66.0,,서귀포소방서,서귀포구조대,
